Period,Total Pendapatan,Total Beban Pokok Penjualan,Laba Kotor,Total Beban Usaha,Beban Penjualan,Beban Umum Dan Administrasi,Others,Total Beban Usaha,Laba Usaha,Penghasilan/Beban Lain-Lain,Pendapatan Keuangan,Beban Keuangan,Total Penghasilan/Beban Lain-Lain,Laba Sebelum Pajak,Beban Pajak Penghasilan,Pajak Kini,Pajak Tangguhan,Final,Total Beban Pajak Penghasilan,Laba Bersih Tahun Berjalan,Pendapatan Komprehensif Lain,Jumlah Laba Komprehensif,Laba Bersih Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Bersih Yang Dapat Diatribusikan Kepada,Laba Komprehensif Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Komprehensif Yang Dapat Diatribusikan Kepada
12M 2018,58184954993.000000,-15662850405.000000,42522104588.000000,-24415258215.000000,-2351628235.000000,-24931103762.000000,2867473782.000000,-24415258215.000000,18106846373.000000,2279263733.000000,2279263733.000000,,2279263733.000000,20386110106.000000,-5380729611.000000,-5017535500.000000,92621309.000000,-455815420.000000,-5380729611.000000,15005380495.000000,-9864000.000000,14995516495.000000,15005380495.000000,15005380495.000000,,15005380495.000000,14995516495.000000,14995516495.000000,,14995516495.000000
12M 2019,154245747337.000000,-32072365842.000000,122173381495.000000,-89270866368.000000,-3929870611.000000,-95418644399.000000,10077648642.000000,-89270866368.000000,32902515127.000000,9281839585.000000,9281839585.000000,,9281839585.000000,42184354712.000000,-15544659692.000000,-14848368649.000000,1160076874.000000,-1856367917.000000,-15544659692.000000,26639695020.000000,-2736106372.000000,23903588648.000000,26639695020.000000,16470661577.000000,10169033443.000000,26639695020.000000,23903588648.000000,15075247327.000000,8828341321.000000,23903588648.000000
12M 2020,187789183001.0,-38714470829.0,149074712172.0,-101858632813.0,-5047219788.0,-105236382863.0,8424969838.0,-101858632813.0,47216079359.0,7305067447.0,9010827488.0,-1705760041.0,7305067447.0,54521146806.0,-13921802665.0,-12091337940.0,-28299227.0,-1802165498.0,-13921802665.0,40599344141.0,1092893408.0,41692237549.0,40599344141.0,20534002227.0,20065341914.0,40599344141.0,41692237549.0,21091377865.0,20600859684.0,41692237549.0
12M 2021,177555126431.0,-27973792275.0,149581334156.0,-111634614005.0,-8149729468.0,-115056019232.0,11571134695.0,-111634614005.0,37946720151.0,-1189709491.0,4287936256.0,-5477645747.0,-1189709491.0,36757010660.0,-12572195493.0,-11965489140.0,250880899.0,-857587252.0,-12572195493.0,24184815167.0,1814678796.0,25999493963.0,24184815167.0,10452269022.0,13732546145.0,24184815167.0,25999493963.0,11983857926.0,14015636037.0,25999493963.0
12M 2022,479888833536.0,-347442362787.0,132446470749.0,-135618328351.0,-5834465525.0,-140294243740.0,10510380914.0,-135618328351.0,-3171857602.0,10918233049.0,13426209856.0,-2507976807.0,10918233049.0,7746375447.0,-4461448880.0,-7267546660.0,5491339751.0,-2685241971.0,-4461448880.0,3284926567.0,1891160738.0,5176087305.0,3284926567.0,476871522.0,2808055045.0,3284926567.0,5176087305.0,2068644088.0,3107443217.0,5176087305.0
12M 2023,682406332012.000000,-487298912475.000000,195107419537.000000,-177212526745.000000,-11979640425.000000,-177245286244.000000,12012399924.000000,-177212526745.000000,17894892792.000000,15105064731.000000,16789893754.000000,-1684829023.000000,15105064731.000000,32999957523.000000,-6263442790.000000,,,,-6263442790.000000,26736514733.000000,-2329581191.000000,24406933542.000000,26736514733.000000,22951576480.000000,3784938253.000000,26736514733.000000,24406933542.000000,20762447006.000000,3644486536.000000,24406933542.000000
12M 2024,876552498350.000000,-604720716877.000000,271831781473.000000,-226163032213.000000,-22681066189.000000,-213125061753.000000,9643095729.000000,-226163032213.000000,45668749260.000000,17553083174.000000,19811511851.000000,-2258428677.000000,17553083174.000000,63221832434.000000,-12967521416.000000,,,,-12967521416.000000,50254311018.000000,-2944401090.000000,47309909928.000000,50254311018.000000,45109954085.000000,5144356933.000000,50254311018.000000,47309909928.000000,41866724368.000000,5443185560.000000,47309909928.000000
