Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2018,(3 B),(8 B),(10 B),-696081.75
12M 2019,26 B,(21 B),5 B,50844.04
12M 2020,122 B,(110 B),11 B,105062.23
12M 2021,(1 B),(32 B),(33 B),-3.24
12M 2022,(42 B),(47 B),(89 B),-7.02
12M 2023,43 B,(20 B),23 B,1.79
12M 2024,40 B,(25 B),15 B,1.20
