Period,Aset,Aset Lancar,Kas Dan Setara Kas,Piutang Usaha,Pihak Berelasi,Pihak Ketiga,Total Piutang Usaha,Piutang Lain-Lain,Pihak Berelasi,Pihak Ketiga,Total Piutang Lain-Lain,Persediaan,Others,Total Aset Lancar,Aset Tidak Lancar,Aset Pajak Tangguhan,Aset Tetap,Others,Total Aset Tidak Lancar,Total Aset,Liabilitas Dan Ekuitas,Liabilitas,Liabilitas Jangka Pendek,Utang Usaha,Pihak Berelasi,Pihak Ketiga,Total Utang Usaha,Utang Lain-Lain,Pihak Berelasi,Pihak Ketiga,Total Utang Lain-Lain,Beban Akrual,Pihak Berelasi,Pihak Ketiga,Total Beban Akrual,Utang Pajak,Liabilitas Keuangan Lainnya,Bagian Lancar Atas Liabilitas Jangka Panjang,Utang Jangka Panjang Dari Pihak Berelasi,Total Bagian Lancar Atas Liabilitas Jangka Panjang,Others,Total Liabilitas Jangka Pendek,Liabilitas Jangka Panjang,Utang Pihak Berelasi,Others,Total Liabilitas Jangka Panjang,Total Liabilitas,Ekuitas,Modal Saham,Tambahan Modal Disetor,Saldo Laba,Telah Ditentukan Penggunaannya,Belum Ditentukan Penggunaannya,Total Saldo Laba,Others,Total Ekuitas,Total Liabilitas Dan Ekuitas,Saham Beredar
12M 2016,,,68229474000.000000,251685839000.000000,127105630000.000000,124580209000.000000,251685839000.000000,52962021000.000000,52962021000.000000,,52962021000.000000,388137486000.000000,383708984000.000000,1144723804000.000000,,13899313000.000000,234100977000.000000,359678000.000000,248359968000.000000,1393083772000.000000,,,214416021000.000000,,80519128000.000000,27581343000.000000,108100471000.000000,,9632363000.000000,7001145000.000000,16633508000.000000,,43258828000.000000,28146053000.000000,71404881000.000000,5546767000.000000,624049000.000000,,,,12106345000.000000,214416021000.000000,944398926000.000000,920240105000.000000,24158821000.000000,944398926000.000000,1158814947000.000000,,3600000000.000000,2072116000.000000,166960534000.000000,,166960534000.000000,166960534000.000000,61636175000.000000,234268825000.000000,1393083772000.000000,3600000.000000
12M 2017,,,22097464000.000000,286648869000.000000,199380574000.000000,87268295000.000000,286648869000.000000,49714395000.000000,42786273000.000000,6928122000.000000,49714395000.000000,347357441000.000000,392426511000.000000,1098244680000.000000,,11341183000.000000,244202833000.000000,315660000.000000,255859676000.000000,1354104356000.000000,,,848450095000.000000,,149135261000.000000,33639914000.000000,182775175000.000000,,7299544000.000000,15369951000.000000,22669495000.000000,,55101264000.000000,22716450000.000000,77817714000.000000,548961553000.000000,623804000.000000,,,,15602354000.000000,848450095000.000000,148504151000.000000,115865259000.000000,32638892000.000000,148504151000.000000,996954246000.000000,,3600000000.000000,3424790000.000000,288489145000.000000,,288489145000.000000,288489145000.000000,61636175000.000000,357150110000.000000,1354104356000.000000,3600000.000000
12M 2018,,,23196205000.000000,310886149000.000000,232174359000.000000,78711790000.000000,310886149000.000000,16071388000.000000,11597377000.000000,4474011000.000000,16071388000.000000,456974105000.000000,536191840000.000000,1343319687000.000000,,13191304000.000000,279003217000.000000,188571000.000000,292383092000.000000,1635702779000.000000,,,499413906000.000000,,20768085000.000000,16475356000.000000,37243441000.000000,,8085192000.000000,10477747000.000000,18562939000.000000,,24729291000.000000,20663158000.000000,45392449000.000000,21517257000.000000,,,358532694000.000000,358532694000.000000,18165126000.000000,499413906000.000000,633883546000.000000,599857286000.000000,34026260000.000000,633883546000.000000,1133297452000.000000,,3600000000.000000,6139391000.000000,423927017000.000000,,423927017000.000000,423927017000.000000,68738919000.000000,502405327000.000000,1635702779000.000000,3600000.000000
12M 2019,,,27836868000.000000,241592382000.000000,162022291000.000000,79570091000.000000,241592382000.000000,14595805000.000000,14595805000.000000,,14595805000.000000,510327418000.000000,320448708000.000000,1114801181000.000000,,13950454000.000000,287489661000.000000,1462889000.000000,302903004000.000000,1417704185000.000000,,,187601510000.000000,,79278244000.000000,5571192000.000000,84849436000.000000,,6780615000.000000,18593441000.000000,25374056000.000000,,28803340000.000000,25165077000.000000,53968417000.000000,3900987000.000000,,,,,19508614000.000000,187601510000.000000,613102396000.000000,574947000000.000000,38155396000.000000,613102396000.000000,800703906000.000000,,3600000000.000000,6139391000.000000,538521969000.000000,,538521969000.000000,538521969000.000000,68738919000.000000,617000279000.000000,1417704185000.000000,3600000.000000
12M 2020,,,44491537000.000000,451031412000.000000,337294967000.000000,113736445000.000000,451031412000.000000,9794435000.000000,9794435000.000000,,9794435000.000000,278895042000.000000,328778575000.000000,1112991001000.000000,,13626713000.000000,290781987000.000000,180881822000.000000,485290522000.000000,1598281523000.000000,,,740613214000.000000,,274013743000.000000,4923111000.000000,278936854000.000000,,12173149000.000000,17577483000.000000,29750632000.000000,,3364485000.000000,12045048000.000000,15409533000.000000,27508167000.000000,20948490000.000000,,351947000000.000000,351947000000.000000,16112538000.000000,740613214000.000000,25459153000.000000,,25459153000.000000,25459153000.000000,766072367000.000000,,3600000000.000000,6139391000.000000,753730846000.000000,,753730846000.000000,753730846000.000000,68738919000.000000,832209156000.000000,1598281523000.000000,3600000.000000
12M 2021,,,151065111000.000000,215117819000.000000,48259865000.000000,166857954000.000000,215117819000.000000,10505278000.000000,9019228000.000000,1486050000.000000,10505278000.000000,151325740000.000000,235869754000.000000,763883702000.000000,,10237040000.000000,288358934000.000000,149680867000.000000,448276841000.000000,1212160543000.000000,,,204349763000.000000,,85378452000.000000,66060718000.000000,151439170000.000000,,,13091981000.000000,13091981000.000000,,1494322000.000000,26466999000.000000,27961321000.000000,556933000.000000,,,,,11300358000.000000,204349763000.000000,35258314000.000000,,35258314000.000000,35258314000.000000,239608077000.000000,,3600000000.000000,26105917000.000000,874107630000.000000,,874107630000.000000,874107630000.000000,68738919000.000000,972552466000.000000,1212160543000.000000,3600000.000000
12M 2022,,,164081488000.000000,169430570000.000000,14879824000.000000,154550746000.000000,169430570000.000000,5616789000.000000,5616789000.000000,,5616789000.000000,378500706000.000000,342439699000.000000,1060069252000.000000,,13027461000.000000,275724078000.000000,12606478000.000000,301358017000.000000,1361427269000.000000,,,343778935000.000000,,60953041000.000000,179996085000.000000,240949126000.000000,,,5866896000.000000,5866896000.000000,,32735909000.000000,52424861000.000000,85160770000.000000,1783347000.000000,,,,,10018796000.000000,343778935000.000000,32310934000.000000,,32310934000.000000,32310934000.000000,376089869000.000000,,3600000000.000000,26105917000.000000,886892564000.000000,,886892564000.000000,886892564000.000000,68738919000.000000,985337400000.000000,1361427269000.000000,3600000.000000
12M 2023,,,123150643000.000000,463812988000.000000,227675947000.000000,236137041000.000000,463812988000.000000,3576634000.000000,3576634000.000000,,3576634000.000000,386646280000.000000,169436812000.000000,1146623357000.000000,,8951473000.000000,247291810000.000000,18480438000.000000,274723721000.000000,1421347078000.000000,,,543197619000.000000,,251675939000.000000,241466114000.000000,493142053000.000000,,326262000.000000,4999928000.000000,5326190000.000000,,,26953272000.000000,26953272000.000000,7700508000.000000,,,,,10075596000.000000,543197619000.000000,37701855000.000000,,37701855000.000000,37701855000.000000,580899474000.000000,,3600000000.000000,26105917000.000000,742002768000.000000,,742002768000.000000,742002768000.000000,68738919000.000000,840447604000.000000,1421347078000.000000,3600000.000000
12M 2024,,,114187237000.000000,329660441000.000000,253961774000.000000,75698667000.000000,329660441000.000000,8419768000.000000,4396226000.000000,4023542000.000000,8419768000.000000,589933909000.000000,288901373000.000000,1331102728000.000000,,9881975000.000000,292000214000.000000,2986453000.000000,304868642000.000000,1635971370000.000000,,,568972966000.000000,,389547346000.000000,139921582000.000000,529468928000.000000,,,4955290000.000000,4955290000.000000,,,21046045000.000000,21046045000.000000,1233724000.000000,,,,,12268979000.000000,568972966000.000000,33994178000.000000,,33994178000.000000,33994178000.000000,602967144000.000000,,3600000000.000000,26105917000.000000,934559390000.000000,720000000.000000,933839390000.000000,934559390000.000000,68738919000.000000,1033004226000.000000,1635971370000.000000,3600000.000000
