Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2018,(41 B),(110 B),(151 B),-100.74
12M 2019,(36 B),(215 B),(250 B),-166.93
12M 2020,102 B,(107 B),(5 B),-3.58
12M 2021,310 B,(245 B),65 B,14.83
12M 2022,288 B,(49 B),239 B,54.54
12M 2023,187 B,(242 B),(55 B),-12.52
12M 2024,425 B,(152 B),273 B,62.39
