Period,Aset,Aset Lancar,Kas Dan Setara Kas,Piutang Usaha,Pihak Ketiga,Pihak Berelasi,Total Piutang Usaha,Piutang Lain-Lain,Pihak Ketiga,Pihak Berelasi,Total Piutang Lain-Lain,Persediaan,Others,Total Aset Lancar,Aset Tidak Lancar,Investasi Pada Entitas Asosiasi,Aset Pajak Tangguhan,Aset Tetap,Properti Pertambangan,Goodwill,Others,Total Aset Tidak Lancar,Total Aset,Liabilitas Dan Ekuitas,Liabilitas,Liabilitas Jangka Pendek,Utang Bank Jangka Pendek,Utang Usaha,Pihak Berelasi,Pihak Ketiga,Total Utang Usaha,Utang Lain-Lain,Pihak Berelasi,Pihak Ketiga,Total Utang Lain-Lain,Utang Pajak,Beban Akrual,Bagian Lancar Atas Liabilitas Jangka Panjang,Utang Bank,Utang Sewa Pembiayaan,Utang Pembiayaan Konsumen,Others,Total Bagian Lancar Atas Liabilitas Jangka Panjang,Pinjaman Jangka Panjang,Others,Total Liabilitas Jangka Pendek,Liabilitas Jangka Panjang,Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Utang Bank,Utang Sewa Pembiayaan,Utang Pembiayaan Konsumen,Others,Total Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Others,Total Liabilitas Jangka Panjang,Total Liabilitas,Ekuitas,Modal Saham,Tambahan Modal Disetor,Saldo Laba,Telah Ditentukan Penggunaannya,Belum Ditentukan Penggunaannya,Total Saldo Laba,Kepentingan Non Pengendali,Others,Total Ekuitas,Total Liabilitas Dan Ekuitas,Saham Beredar
12M 2018,,,6499108377.000000,39091662534.000000,4034889100.000000,35056773434.000000,39091662534.000000,59544540676.000000,59500405676.000000,44135000.000000,59544540676.000000,13298496963.000000,31158539661.000000,149592348211.000000,,,6030199754.000000,379659295409.000000,,,10250546008.000000,395940041171.000000,545532389382.000000,,,107900026749.000000,,,,27852264159.000000,27852264159.000000,,,1590215810.000000,1590215810.000000,15420645547.000000,1016504208.000000,,10500000000.000000,26394445894.000000,24689601062.000000,,61584046956.000000,,436350069.000000,107900026749.000000,127511913223.000000,,67400000000.000000,28529782662.000000,29534391261.000000,,125464173923.000000,2047739300.000000,127511913223.000000,235411939972.000000,,150000000000.000000,36656201432.000000,123463968317.000000,,123463968317.000000,123463968317.000000,279661.000000,,310120449410.000000,545532389382.000000,1500000000.000000
12M 2019,,,11387626012.000000,45772157564.000000,2896932964.000000,42875224600.000000,45772157564.000000,55957127214.000000,51822187481.000000,4134939733.000000,55957127214.000000,66097368824.000000,68810696268.000000,248024975882.000000,,,8038555269.000000,596100465779.000000,,4598484800.000000,18574089370.000000,627311595218.000000,875336571100.000000,,,289338033640.000000,,,19375490000.000000,36910457873.000000,56285947873.000000,,,127255474007.000000,127255474007.000000,2861398676.000000,592847507.000000,,48752941175.000000,26925817282.000000,25661829078.000000,,101340587535.000000,,1001778042.000000,289338033640.000000,237218630979.000000,,210581058825.000000,1603965380.000000,21414635276.000000,,233599659481.000000,3618971498.000000,237218630979.000000,526556664619.000000,,150000000000.000000,36656201432.000000,164887050914.000000,,164887050914.000000,164887050914.000000,-2763345865.000000,,348779906481.000000,875336571100.000000,1500000000.000000
12M 2020,,,15470681583.000000,94597460243.000000,5433983702.000000,89163476541.000000,94597460243.000000,78775767589.000000,74499533272.000000,4276234317.000000,78775767589.000000,45197465367.000000,20752845604.000000,254794220386.000000,,103831063863.000000,6940002699.000000,499038973213.000000,,4598484800.000000,45889030470.000000,660297555045.000000,915091775431.000000,,,299189129136.000000,95849274382.000000,,27212550552.000000,54724340709.000000,81936891261.000000,,22726298562.000000,6926789327.000000,29653087889.000000,2618798905.000000,713925878.000000,,62252941176.000000,1603965380.000000,16263349725.000000,23410363.000000,80143666644.000000,,8273484177.000000,299189129136.000000,193646293518.000000,,181491332648.000000,,8168778771.000000,243822177.000000,189903933596.000000,3742359922.000000,193646293518.000000,492835422654.000000,,150000000000.000000,36656201432.000000,239500822205.000000,,239500822205.000000,239500822205.000000,-3900670860.000000,,422256352777.000000,915091775431.000000,1500000000.000000
12M 2021,,,66809536003.000000,80887793476.000000,35556275130.000000,45331518346.000000,80887793476.000000,212997073201.000000,210517013402.000000,2480059799.000000,212997073201.000000,37285097051.000000,129072722319.000000,527052222050.000000,,99440275727.000000,9011952982.000000,639294686205.000000,,95777437711.000000,29806741086.000000,873331093711.000000,1400383315761.000000,,,380910799556.000000,118334245198.000000,,31400947936.000000,90180553316.000000,121581501252.000000,,363770725.000000,10132758924.000000,10496529649.000000,23826469922.000000,2538774073.000000,,86752941176.000000,,9752159536.000000,56327099.000000,96561427811.000000,,7571851651.000000,380910799556.000000,216765640109.000000,,209538391472.000000,,4226793982.000000,161755384.000000,213926940838.000000,2838699271.000000,216765640109.000000,597676439665.000000,,437500000000.000000,125581359766.000000,239046712825.000000,1000000000.000000,238046712825.000000,239046712825.000000,578803505.000000,,802706876096.000000,1400383315761.000000,4375000000.000000
12M 2022,,,67166979223.000000,188337490704.000000,54213033541.000000,134124457163.000000,188337490704.000000,199476178927.000000,197239628523.000000,2236550404.000000,199476178927.000000,63178430539.000000,261856334382.000000,780015413775.000000,,103505377441.000000,8196149917.000000,631354285084.000000,104834997626.000000,,48929154573.000000,896819964641.000000,1676835378416.000000,,,333444470704.000000,2259911499.000000,,75434507676.000000,66274806234.000000,141709313910.000000,,11925948572.000000,10566186100.000000,22492134672.000000,47150733045.000000,4534557844.000000,,106816941176.000000,,3175372000.000000,56327099.000000,110048640275.000000,,5249179459.000000,333444470704.000000,136726612905.000000,,97121449361.000000,,7549908311.000000,161755384.000000,104833113056.000000,31893499849.000000,136726612905.000000,470171083609.000000,,437500000000.000000,125581359766.000000,627888744181.000000,5000000000.000000,622888744181.000000,627888744181.000000,15694190860.000000,,1206664294807.000000,1676835378416.000000,4375000000.000000
12M 2023,,,15365974635.000000,288003191379.000000,3391542130.000000,284611649249.000000,288003191379.000000,311111237091.000000,309933989988.000000,1177247103.000000,311111237091.000000,72971693838.000000,521295187841.000000,1208747284784.000000,,82284142545.000000,11485497015.000000,788481653725.000000,134409712412.000000,,22286691049.000000,1038947696746.000000,2247694981530.000000,,,655892772942.000000,343525059260.000000,,120103258980.000000,71866034647.000000,191969293627.000000,,2272024.000000,5257524654.000000,5259796678.000000,25788725476.000000,16380050603.000000,,64218500000.000000,,3390107457.000000,640370682.000000,68248978139.000000,,4720869159.000000,655892772942.000000,106969702655.000000,,92482125000.000000,,1129227198.000000,2369838951.000000,95981191149.000000,10988511506.000000,106969702655.000000,762862475597.000000,,437500000000.000000,125581359766.000000,899977993415.000000,87500000000.000000,812477993415.000000,899977993415.000000,21777902017.000000,-4749265.000000,1484832505933.000000,2247694981530.000000,4375000000.000000
12M 2024,,,43665540502.000000,213729450740.000000,18332399104.000000,195397051636.000000,213729450740.000000,482883565829.000000,480277967451.000000,2605598378.000000,482883565829.000000,32764457278.000000,438481836522.000000,1211524850871.000000,,85162711323.000000,21143656787.000000,848829813358.000000,169792833273.000000,,34958039313.000000,1159887054054.000000,2371411904925.000000,,,578779514565.000000,330980020050.000000,,47495257350.000000,100111162236.000000,147606419586.000000,,,466280305.000000,466280305.000000,18157181224.000000,14116190933.000000,,56448500000.000000,,8546944003.000000,694516163.000000,65689960166.000000,,1763462301.000000,578779514565.000000,63463343732.000000,,36033625000.000000,,13220861469.000000,1687111557.000000,50941598026.000000,12521745706.000000,63463343732.000000,642242858297.000000,,437500000000.000000,125581359766.000000,1157420126176.000000,87500000000.000000,1069920126176.000000,1157420126176.000000,8478262159.000000,189298527.000000,1729169046628.000000,2371411904925.000000,4375000000.000000
