Period,Aset,Aset Lancar,Kas Dan Setara Kas,Investasi Jangka Pendek,Piutang Usaha,Piutang Lain-Lain,Persediaan,Others,Total Aset Lancar,Aset Tidak Lancar,Aset Tetap,Aset Pajak Tangguhan,Piutang Lain-Lain,Goodwill,Others,Total Aset Tidak Lancar,Total Aset,Liabilitas Dan Ekuitas,Liabilitas,Liabilitas Jangka Pendek,Utang Bank Jangka Pendek,Utang Usaha,Utang Lain-Lain,Utang Pajak,Beban Akrual,Others,Total Liabilitas Jangka Pendek,Liabilitas Jangka Panjang,Utang Bank Jangka Panjang,Utang Lain-Lain,Others,Total Liabilitas Jangka Panjang,Adjustment,Total Liabilitas,Ekuitas,Modal Saham,Tambahan Modal Disetor,Saldo Laba,Kepentingan Non Pengendali,Others,Total Ekuitas,Total Liabilitas Dan Ekuitas,Saham Beredar
12M 2016,,,4667697507.000000,,13939436945.000000,15750000.000000,4077639103.000000,502320108.000000,23202843663.000000,,11054216220.000000,7928784710.000000,,441386636.000000,10230000.000000,19434617566.000000,42637461229.000000,,,60839389398.000000,35987370069.000000,1720075053.000000,21234859662.000000,64976768.000000,1832107846.000000,,60839389398.000000,7567558896.000000,,,7567558896.000000,7567558896.000000,,68406948294.000000,,14286000000.000000,1465526994.000000,-38235793366.000000,-3127924448.000000,-157296245.000000,-25769487065.000000,42637461229.000000,142860000.000000
12M 2017,,,65235570190.000000,,13167228718.000000,2780411030.000000,19244822862.000000,2088110730.000000,102516143530.000000,,13072248359.000000,9307009476.000000,,,15912172661.000000,38291430496.000000,140807574026.000000,,,36483673038.000000,8000000000.000000,1042294438.000000,20591723936.000000,847903378.000000,5936500791.000000,65250495.000000,36483673038.000000,8457608159.000000,,,8457608159.000000,8457608159.000000,,44941281197.000000,,70000000000.000000,48132196994.000000,-37652057198.000000,-2437821713.000000,17823974747.000000,95866292830.000000,140807574027.000000,1166666700.000000
12M 2018,,,15144132006.000000,7000000000.000000,44109411894.000000,3109925973.000000,13459099075.000000,3560950289.000000,86383519237.000000,,12468114564.000000,8364632018.000000,,,10207245955.000000,31039992537.000000,117423511774.000000,,,23934318332.000000,,2489378674.000000,20620216689.000000,386122274.000000,366684433.000000,71916262.000000,23934318332.000000,5038892125.000000,,,5038892125.000000,5038892125.000000,,28973210457.000000,,116666670000.000000,1465299889.000000,-45470030757.000000,-2437274580.000000,18225636765.000000,88450301317.000000,117423511774.000000,1166666700.000000
12M 2019,,,7158037870.000000,12348820000.000000,48964487104.000000,1251472024.000000,9266198227.000000,2208067345.000000,81197082570.000000,,10773632278.000000,15485642312.000000,,,17279149395.000000,43538423985.000000,124735506555.000000,,,33133870056.000000,12000000000.000000,432089036.000000,20497019000.000000,24527796.000000,180234224.000000,,33133870056.000000,11254211958.000000,3884667862.000000,,7369544096.000000,11254211958.000000,-3884667862.000000,40503414152.000000,,116666670000.000000,1465526994.000000,-49641905008.000000,-2437626749.000000,18179427165.000000,84232092402.000000,124735506554.000000,1166666700.000000
12M 2020,,,15176400758.000000,1412400000.000000,23777570627.000000,13237338924.000000,9181447409.000000,1407160527.000000,64192318245.000000,,12391955530.000000,14033689769.000000,,,12733158666.000000,39158803965.000000,103351122210.000000,,,21624939963.000000,503621871.000000,596851456.000000,20438000000.000000,76792207.000000,9674429.000000,,21624939963.000000,18055948925.000000,14984702135.000000,,3071246790.000000,18055948925.000000,,39680888888.000000,,116666670000.000000,1465526994.000000,-70211925967.000000,-2429464870.000000,18179427165.000000,63670233322.000000,103351122210.000000,1166666700.000000
12M 2021,,,1474223877.000000,490060000.000000,26827108965.000000,13587280676.000000,19932527397.000000,2026279242.000000,64337480157.000000,,16405579928.000000,14991839043.000000,,,13260726498.000000,44658145469.000000,108995625626.000000,,,28202878644.000000,2921498841.000000,3449168036.000000,21006951790.000000,449482377.000000,366840300.000000,8937300.000000,28202878644.000000,15770743983.000000,13353692064.000000,,2417051919.000000,15770743983.000000,,43973622627.000000,,116666670000.000000,1465526994.000000,-68861576893.000000,-2428044267.000000,18179427165.000000,65022002999.000000,108995625626.000000,1166666700.000000
12M 2022,,,4672896717.000000,174410000.000000,33353339366.000000,1591004234.000000,12734275460.000000,2770142409.000000,55296068186.000000,,15796905815.000000,6667148746.000000,11280000000.000000,,13769635441.000000,47513690002.000000,102809758188.000000,,,23290157438.000000,,5294153839.000000,15024097253.000000,1645174542.000000,1324960704.000000,1771100.000000,23290157438.000000,18341246822.000000,14011284733.000000,,4329962089.000000,18341246822.000000,,41631404260.000000,,116666670000.000000,1465526994.000000,-72696174197.000000,-2437096034.000000,18179427165.000000,61178353928.000000,102809758188.000000,1166666700.000000
12M 2023,,,16869959323.000000,120910000.000000,39259889094.000000,1149556055.000000,9732225207.000000,3713924600.000000,70846464279.000000,,15550862319.000000,2380027205.000000,4559999999.000000,,11215466058.000000,33706355581.000000,104552819860.000000,,,15846869617.000000,7420000000.000000,1256633239.000000,5737600010.000000,1330783969.000000,99862799.000000,1989600.000000,15846869617.000000,21873769616.000000,11470706687.000000,4984470490.000000,5418592439.000000,21873769616.000000,,37720639233.000000,,116666670000.000000,1465526994.000000,-67042161508.000000,-2437282023.000000,18179427165.000000,66832180628.000000,104552819861.000000,1166666700.000000
12M 2024,,,2946522627.000000,94160000.000000,44411865461.000000,1084210198.000000,7731315474.000000,2615985828.000000,58884059588.000000,,14896890023.000000,674383001.000000,4560000000.000000,,13190855346.000000,33322128370.000000,92206187958.000000,,,5734337947.000000,2000000000.000000,2325425949.000000,136550000.000000,799453360.000000,470844438.000000,2064200.000000,5734337947.000000,21037035886.000000,10092806974.000000,4617505065.000000,6326723847.000000,21037035886.000000,,26771373833.000000,,116666670000.000000,1465526994.000000,-68439273861.000000,-2437536173.000000,18179427165.000000,65434814125.000000,92206187958.000000,1166666700.000000
