Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2015,(27 B),(196 B),(223 B),-1404.56
12M 2016,115 B,(87 B),27 B,12.17
12M 2017,130 B,(107 B),22 B,7.94
12M 2018,39 B,(137 B),(98 B),-34.81
12M 2019,24 B,(117 B),(94 B),-33.31
12M 2020,321 B,(13 B),308 B,109.33
12M 2021,348 B,(12 B),336 B,119.48
12M 2022,319 B,(20 B),298 B,106.06
12M 2023,247 B,(9 B),239 B,84.90
12M 2024,267 B,(8 B),259 B,92.21
