Period,Price to Book Value (Annual),Book Value Per Share (Annual),Price to Tang. Book Value (Annual),Tang. Book Value Per Share (Annual),Short-term Debt (Annual),Long-term Debt (Annual),Total Debt (Annual),Net Debt (Annual),Working capital (Annual)
12M 2019,0.00,48120963.01,0.00,47954960.40,2 B,,2 B,0 B,8 B
12M 2020,0.00,77382069.89,0.00,77282239.16,3 B,,3 B,2 B,15 B
12M 2021,0.00,1458522.21,0.00,1458290.94,3 B,,3 B,2 B,39 B
12M 2022,2.49,56.32,2.49,56.32,,3 B,3 B,0 B,106 B
12M 2023,0.51,97.11,0.51,97.11,34 B,,34 B,25 B,82 B
