Period,Price to Book Value (Annual),Book Value Per Share (Annual),Price to Tang. Book Value (Annual),Tang. Book Value Per Share (Annual),Short-term Debt (Annual),Long-term Debt (Annual),Total Debt (Annual),Net Debt (Annual),Working capital (Annual)
12M 2008,0.57,88.20,0.57,88.20,202 B,120 B,322 B,314 B,(107 B)
12M 2009,0.62,80.31,0.62,80.31,134 B,165 B,299 B,280 B,(31 B)
12M 2010,0.83,60.25,0.83,60.25,188 B,134 B,323 B,289 B,(57 B)
12M 2011,1.01,49.34,1.01,49.34,82 B,231 B,313 B,288 B,23 B
12M 2012,4.70,41.50,4.70,41.50,265 B,205 B,470 B,398 B,(48 B)
12M 2013,1.37,59.33,1.37,59.33,635 B,234 B,869 B,801 B,(370 B)
12M 2014,0.94,89.72,0.94,89.72,81 B,560 B,642 B,632 B,199 B
12M 2015,0.58,85.90,0.58,85.90,96 B,442 B,538 B,535 B,35 B
12M 2016,0.79,63.29,0.79,63.29,263 B,169 B,432 B,429 B,(275 B)
12M 2017,0.84,59.88,0.84,59.88,193 B,69 B,262 B,257 B,(192 B)
12M 2018,0.90,55.72,0.90,55.72,169 B,30 B,200 B,189 B,(215 B)
12M 2019,1.07,46.52,1.07,46.52,100 B,14 B,115 B,110 B,(230 B)
12M 2020,2.53,19.75,2.53,19.75,147 B,143 B,290 B,286 B,(297 B)
12M 2021,3.25,20.03,3.27,19.87,224 B,125 B,349 B,325 B,(311 B)
12M 2022,1.17,102.74,1.19,100.42,232 B,539 B,771 B,760 B,(610 B)
12M 2023,0.36,139.16,0.37,136.82,539 B,"1,028 B","1,567 B","1,552 B",(819 B)
12M 2024,0.33,153.24,0.33,151.08,144 B,"1,026 B","1,170 B","1,117 B",(283 B)
