Period,Total Pendapatan,Komisi Dari Transaksi Perantara Pedagang Efek,Keuntungan Atas Perdagangan Efek,Jasa Penjaminan Emisi Dan Penjualan Efek,Pendapatan Bunga,Total Pendapatan,Total Beban Usaha,Beban Tenaga Kerja,Beban Usaha,Beban Pemasaran,Beban Umum Dan Administrasi,Beban Penyusutan,Beban Komisi,Others,Total Beban Usaha,Adjustment,Laba Usaha,Penghasilan/Beban Lain-Lain,Laba (Rugi) Atas Penjualan Aset Tetap,Pendapatan Keuangan,Beban Keuangan,Laba (Rugi) Selisih Kurs,Others,Total Penghasilan/Beban Lain-Lain,Laba Sebelum Pajak,Beban Pajak Penghasilan,Laba Bersih Tahun Berjalan,Pendapatan Komprehensif Lain,Jumlah Laba Komprehensif,Laba Bersih Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Bersih Yang Dapat Diatribusikan Kepada,Laba Komprehensif Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Komprehensif Yang Dapat Diatribusikan Kepada
12M 2016,1130424423.000000,596763478.000000,,11579669.000000,522081276.000000,1130424423.000000,-3541588212.000000,-1266323318.000000,,,-1024271709.000000,-13872888.000000,,-1237120297.000000,-3541588212.000000,,-2411163789.000000,837533221.000000,,1217754625.000000,-7795293.000000,-388148839.000000,15722728.000000,837533221.000000,-1573630568.000000,41192336.000000,-1532438232.000000,67316277.000000,-1465121955.000000,-1532438232.000000,-1532438232.000000,,-1532438232.000000,-1465121955.000000,-1465121955.000000,,-1465121955.000000
12M 2017,1302646993.000000,631011613.000000,,8371015.000000,663264365.000000,1302646993.000000,-3463826581.000000,-985499753.000000,,-34201800.000000,-1186066224.000000,-10363283.000000,-93980847.000000,-1153714674.000000,-3463826581.000000,,-2161179588.000000,-2490112815.000000,,1349940148.000000,,121158787.000000,-3961211750.000000,-2490112815.000000,-4651292403.000000,62767450.000000,-4588524953.000000,3706649540.000000,-881875413.000000,-4588524953.000000,-4588524953.000000,,-4588524953.000000,-881875413.000000,-881875413.000000,,-881875413.000000
12M 2018,809274388.000000,809227588.000000,,46800.000000,,809274388.000000,-6107856526.000000,-2702255595.000000,,-13271000.000000,-945526920.000000,-80562150.000000,-121959035.000000,-2244281826.000000,-6107856526.000000,,-5298582138.000000,16235963317.000000,,15221126740.000000,-775403750.000000,1273200223.000000,517040104.000000,16235963317.000000,10937381179.000000,500701864.000000,11438083043.000000,-358093353.000000,11079989690.000000,11438083043.000000,11438045199.000000,37844.000000,11438083043.000000,11079989690.000000,11080027534.000000,-37844.000000,11079989690.000000
12M 2019,41083192643.000000,521335352.000000,38019977995.000000,,2541879296.000000,41083192643.000000,-7419824219.000000,-4446738566.000000,,-13835785.000000,-716709770.000000,-166648429.000000,,-2075891669.000000,-7419824219.000000,,33663368424.000000,10480730944.000000,70000000.000000,10950140475.000000,-21274309.000000,-585322503.000000,67187281.000000,10480730944.000000,44144099368.000000,824512296.000000,44968611664.000000,,44968611664.000000,44968611664.000000,44968571938.000000,39726.000000,44968611664.000000,44968611664.000000,44968571938.000000,39726.000000,44968611664.000000
12M 2020,-1644474780.000000,1036650132.000000,-4905321318.000000,,2224196406.000000,-1644474780.000000,-9372687446.000000,-4550523089.000000,,-7098000.000000,-1154697071.000000,-185783154.000000,,-3474586132.000000,-9372687446.000000,,-11017162226.000000,2487479657.000000,,2441538564.000000,-12646800.000000,,58587893.000000,2487479657.000000,-8529682569.000000,1303737455.000000,-7225945114.000000,-16881784.000000,-7242826898.000000,-7225945114.000000,-7225945114.000000,,-7225945114.000000,-7242826898.000000,-7242826898.000000,,-7242826898.000000
12M 2021,103523699139.000000,1160932338.000000,100153443533.000000,11538636.000000,2197784632.000000,103523699139.000000,-28566478262.000000,-8216059973.000000,,-3042000.000000,-3678619373.000000,-347376363.000000,,-16321380553.000000,-28566478262.000000,,74957220877.000000,4320104439.000000,,4289152615.000000,-13642600.000000,,44594424.000000,4320104439.000000,79277325316.000000,1406283346.000000,80683608662.000000,-793278037.000000,79890330625.000000,80683608662.000000,80683608662.000000,,80683608662.000000,79890330625.000000,79890330625.000000,,79890330625.000000
12M 2022,74959865934.000000,,74959865934.000000,,,74959865934.000000,-23353486795.000000,,-23353486795.000000,,,,,,-23353486795.000000,,51606379139.000000,1675623452.000000,,,,,1675623452.000000,1675623452.000000,53282002591.000000,2962583212.000000,56244585803.000000,163734796.000000,56408320599.000000,56244585803.000000,56244585803.000000,,56244585803.000000,56408320599.000000,56408320599.000000,,56408320599.000000
12M 2023,49917416896.000000,,49917416896.000000,,,49917416896.000000,-24768806951.000000,,-24768806951.000000,,,,,,-24768806951.000000,,25148609945.000000,-355793068.000000,,,,,-355793068.000000,-355793068.000000,24792816877.000000,2341033738.000000,27133850615.000000,-563000945.000000,26570849670.000000,27133850615.000000,27133850615.000000,,27133850615.000000,26570849670.000000,26570849670.000000,,26570849670.000000
12M 2024,70649605924.000000,,70649605924.000000,,,70649605924.000000,-25611558734.000000,,-25611558734.000000,,,,,,-25611558734.000000,,45038047190.000000,946800084.000000,,,,,946800084.000000,946800084.000000,45984847274.000000,-3525491264.000000,42459356010.000000,292197985.000000,42751553995.000000,42459356010.000000,42460339855.000000,-983845.000000,42459356010.000000,42751553995.000000,42752537840.000000,-983845.000000,42751553995.000000
