Period,Aset,Aset Lancar,Kas Dan Setara Kas,Investasi Jangka Pendek,Portofolio Efek,Piutang Pada Lembaga Kliring Dan Penjaminan,Investasi Pada Entitas Asosiasi,Piutang Nasabah,Piutang Lain-Lain,Aset Tak Berwujud,Goodwill,Others,Total Aset Lancar,Aset Tidak Lancar,Aset Tetap,Aset Pajak Tangguhan,Others,Total Aset Tidak Lancar,Total Aset,Liabilitas Dan Ekuitas,Liabilitas,Utang Pada Lembaga Kliring Dan Penjaminan,Utang Nasabah,Obligasi Subordinasi,Utang Pajak,Beban Akrual,Utang Pemegang Saham,Utang Lain-Lain,Others,Total Liabilitas,Ekuitas,Modal Saham,Tambahan Modal Disetor,Saldo Laba,Telah Ditentukan Penggunaannya,Belum Ditentukan Penggunaannya,Total Saldo Laba,Kepentingan Non Pengendali,Others,Total Ekuitas,Total Liabilitas Dan Ekuitas,Saham Beredar
12M 2016,,,26856547343.000000,,987288458.000000,421562243.000000,,149960297.000000,12942650000.000000,,,11402369021.000000,52760377362.000000,,12842508.000000,197620000.000000,137290000.000000,347752508.000000,53108129870.000000,,,,1336260553.000000,,5784087.000000,959922249.000000,,,2028673748.000000,4330640637.000000,,51000000000.000000,353366883.000000,1544981332.000000,500000000.000000,1044981332.000000,1544981332.000000,,-4120858982.000000,48777489233.000000,53108129870.000000,255000000.000000
12M 2017,,,11412153380.000000,295672780000.000000,742793516.000000,3425612780.000000,,1300951584.000000,11643863937.000000,,,8716706933.000000,332914862130.000000,,263338325.000000,260387450.000000,27080130000.000000,27603855775.000000,360518717905.000000,,,1279631400.000000,2385501979.000000,,14268000.000000,3098361452.000000,,,18000000.000000,6795762831.000000,,348761126400.000000,-780418263.000000,-3043543621.000000,500000000.000000,-3543543621.000000,-3043543621.000000,,8785790558.000000,353722955074.000000,360518717905.000000,1743805632.000000
12M 2018,,,315975341887.000000,26962020904.000000,384700536.000000,2147091390.000000,,659575346.000000,48488468527.000000,,,129821968.000000,394747020558.000000,,425837536.000000,761089314.000000,282492500.000000,1469419350.000000,396216439908.000000,,,658152100.000000,1064560715.000000,28644823750.000000,49992488.000000,1356092491.000000,,,,31773621544.000000,,357000000000.000000,-180418263.000000,8394501578.000000,500000000.000000,7894501578.000000,8394501578.000000,1037844.000000,-772302795.000000,364442818364.000000,396216439908.000000,1785000000.000000
12M 2019,,,95294256616.000000,17445993418.000000,293905509316.000000,1848336512.000000,,354228392.000000,878049737.000000,,,320442292.000000,410046816283.000000,,462323428.000000,1585601610.000000,284492500.000000,2332417538.000000,412379233821.000000,,,353461400.000000,527147284.000000,,26188817.000000,1082468198.000000,,70310856.000000,135924443.000000,2195500998.000000,,357000000000.000000,-180418263.000000,53363073516.000000,500000000.000000,52863073516.000000,53363073516.000000,1077570.000000,,410183732823.000000,412379233821.000000,1785000000.000000
12M 2020,,,80269474317.000000,,136701673958.000000,23970950950.000000,,4786308285.000000,740848798.000000,,,113125230507.000000,359594486815.000000,,341622711.000000,2889339065.000000,284492500.000000,3515454276.000000,363109941091.000000,,,9347479400.000000,4440778822.000000,,254762401.000000,1106836874.000000,,78142376.000000,301150663.000000,15529150536.000000,,357000000000.000000,,46137128402.000000,500000000.000000,45637128402.000000,46137128402.000000,,-197300047.000000,402939828355.000000,418468978891.000000,1785000000.000000
12M 2021,,,179050404191.000000,,248593252640.000000,7005559628.000000,,,4207451333.000000,135000000.000000,,715572922.000000,439707240714.000000,,5607985575.000000,4295622411.000000,630980000.000000,10534587986.000000,450241828700.000000,,,15774091614.000000,,,88380025.000000,6806267077.000000,,101291769.000000,,22770030485.000000,,357000000000.000000,-180418263.000000,126820737064.000000,500000000.000000,126320737064.000000,126820737064.000000,,-56168520586.000000,427471798215.000000,450241828700.000000,1785000000.000000
12M 2022,,,21754808306.000000,,460309814342.000000,9488662436.000000,,,604120253.000000,135000000.000000,,1093193247.000000,493385598584.000000,,6274908908.000000,7258205623.000000,2819991974.000000,16353106505.000000,509738705089.000000,,,7365196470.000000,,,876191011.000000,5205828463.000000,,123846434.000000,2544525432.000000,16115587810.000000,,357000000000.000000,-180418263.000000,183065322867.000000,71400000000.000000,111665322867.000000,183065322867.000000,,-46261787325.000000,493623117279.000000,509738705089.000000,1785000000.000000
12M 2023,,,47015012067.000000,,398621367081.000000,38571444205.000000,,,490260130.000000,7500000000.000000,,56174740638.000000,548372824121.000000,,4972573857.000000,11241031615.000000,1593465606.000000,17807071078.000000,566179895199.000000,,,36182399157.000000,,,461248910.000000,787761958.000000,,162723196.000000,2878796496.000000,40472929717.000000,,357000000000.000000,-180418263.000000,210199173482.000000,71400000000.000000,138799173482.000000,210199173482.000000,,-41311789737.000000,525706965482.000000,566179895199.000000,1785000000.000000
12M 2024,,,98562549170.000000,,396391306146.000000,10876763777.000000,,,145479462.000000,7500000000.000000,3670965057.000000,55038560799.000000,572185624411.000000,,3540812471.000000,9295954805.000000,4400294232.000000,17237061508.000000,589422685919.000000,,,9467016194.000000,,,167634524.000000,1663733808.000000,,466758106.000000,6341311247.000000,18106453879.000000,,357000000000.000000,-180418263.000000,252659513337.000000,71400000000.000000,181259513337.000000,252659513337.000000,999718686.000000,-39162581720.000000,571316232040.000000,589422685919.000000,1785000000.000000
