Period,Aset,Aset Lancar,Kas Dan Setara Kas,Piutang Usaha,Pihak Ketiga,Pihak Berelasi,Total Piutang Usaha,Piutang Lain-Lain,Persediaan,Others,Total Aset Lancar,Aset Tidak Lancar,Aset Tetap,Aset Pajak Tangguhan,Goodwill,Others,Total Aset Tidak Lancar,Total Aset,Liabilitas Dan Ekuitas,Liabilitas,Liabilitas Jangka Pendek,Utang Bank Jangka Pendek,Utang Usaha,Pihak Ketiga,Pihak Berelasi,Total Utang Usaha,Utang Lain-Lain,Beban Akrual,Utang Pajak,Utang Bank,Utang Pembiayaan,Others,Total Liabilitas Jangka Pendek,Liabilitas Jangka Panjang,Utang Pembiayaan,Others,Total Liabilitas Jangka Panjang,Total Liabilitas,Ekuitas,Modal Saham,Tambahan Modal Disetor,Saldo Laba,Kepentingan Non Pengendali,Others,Total Ekuitas,Total Liabilitas Dan Ekuitas,Saham Beredar
12M 2018,,,13153559526.000000,41204151582.000000,41204151582.000000,,41204151582.000000,174750000.000000,45131533461.000000,3250448714.000000,102914443283.000000,,18950135958.000000,277179316.000000,,,19227315274.000000,122141758557.000000,,,65911872029.000000,,,26342526682.000000,3469869436.000000,29812396118.000000,,2463502416.000000,473664973.000000,11347719029.000000,21814589493.000000,,65911872029.000000,15963490509.000000,14877180912.000000,1086309597.000000,15963490509.000000,81875362538.000000,,11000000000.000000,25000000000.000000,2144686979.000000,,2121709040.000000,40266396019.000000,122141758557.000000,11000.000000
12M 2019,,,4134748397.000000,67068240304.000000,67068240304.000000,,67068240304.000000,227952800.000000,70603346028.000000,7235935251.000000,149270222780.000000,,45753082317.000000,306283270.000000,,1491916449.000000,47551282036.000000,196821504816.000000,,,71930448814.000000,,,22951440078.000000,,22951440078.000000,,239328160.000000,201805945.000000,22273550100.000000,26264324531.000000,,71930448814.000000,15988497968.000000,14877190606.000000,1111307362.000000,15988497968.000000,87918946782.000000,,75000000000.000000,2000000000.000000,2126944652.000000,,29775613382.000000,108902558034.000000,196821504816.000000,750000000.000000
12M 2020,,,1393336654.000000,45462190929.000000,45462190929.000000,,45462190929.000000,228952800.000000,65991307469.000000,10712184643.000000,123787972495.000000,,46841229653.000000,309540634.000000,,187521619.000000,47338291906.000000,171126264401.000000,,,50567914794.000000,,,11317932932.000000,,11317932932.000000,91333300.000000,56120300.000000,44941411.000000,11731499792.000000,27326087059.000000,,50567914794.000000,14012959829.000000,12717995775.000000,1294964054.000000,14012959829.000000,64580874623.000000,,100000000000.000000,3008083551.000000,1286605456.000000,,2250700771.000000,106545389778.000000,171126264401.000000,1000000000.000000
12M 2021,,,8208762363.000000,26237238891.000000,26237238891.000000,,26237238891.000000,60000000.000000,73417537512.000000,24409984721.000000,132333523487.000000,,46602524743.000000,253509454.000000,,,46856034197.000000,179189557684.000000,,,59410870171.000000,,,10621016566.000000,,10621016566.000000,98833300.000000,40024437.000000,340916848.000000,36569064194.000000,11357116100.000000,383898726.000000,59410870171.000000,11238294354.000000,10223486198.000000,1014808156.000000,11238294354.000000,70649164525.000000,,100000000000.000000,3008083551.000000,2963139094.000000,,2569170514.000000,108540393159.000000,179189557684.000000,1000000000.000000
12M 2022,,,25911737517.000000,36321525642.000000,36321525642.000000,,36321525642.000000,,63068539973.000000,21195095091.000000,146496898223.000000,,46564588723.000000,721555900.000000,5321917155.000000,,52608061778.000000,199104960001.000000,,,81161628489.000000,,,9636363154.000000,,9636363154.000000,128833300.000000,51296034.000000,242928894.000000,17090545322.000000,53935821517.000000,75840268.000000,81161628489.000000,11143175279.000000,10223486198.000000,919689081.000000,11143175279.000000,92304803768.000000,,100000000000.000000,3008083551.000000,1040760960.000000,31759.000000,2751279963.000000,106800156233.000000,199104960001.000000,1000000000.000000
12M 2023,,,3695355161.000000,32464698432.000000,32464698432.000000,,32464698432.000000,2500000.000000,85546941781.000000,21832296248.000000,143541791622.000000,,44794282323.000000,1071584465.000000,5321917155.000000,2185324305.000000,53373108248.000000,196914899870.000000,,,81650705594.000000,,,13638407079.000000,,13638407079.000000,149264284.000000,121770667.000000,198937025.000000,13695686883.000000,45836639656.000000,8010000000.000000,81650705594.000000,8298421520.000000,7435262678.000000,863158842.000000,8298421520.000000,89949127114.000000,,100000000000.000000,3008083551.000000,1058036869.000000,-19757.000000,2899672093.000000,106965772756.000000,196914899870.000000,1000000000.000000
12M 2024,,,9188729780.000000,80155506365.000000,80155506365.000000,,80155506365.000000,147621740.000000,33575367360.000000,19874416498.000000,142941641743.000000,,60608460313.000000,1554626911.000000,5321917155.000000,1278676291.000000,68763680670.000000,211705322413.000000,,,95736837797.000000,,,7376462828.000000,,7376462828.000000,150268284.000000,26001285.000000,965460009.000000,18881320951.000000,60394220440.000000,7943104000.000000,95736837797.000000,5737350390.000000,4647039158.000000,1090311232.000000,5737350390.000000,101474188187.000000,,100000000000.000000,3008083551.000000,4391680069.000000,-99546.000000,2831470152.000000,110231134226.000000,211705322413.000000,1000000000.000000
