Period,Price to Book Value (Annual),Book Value Per Share (Annual),Price to Tang. Book Value (Annual),Tang. Book Value Per Share (Annual),Short-term Debt (Annual),Long-term Debt (Annual),Total Debt (Annual),Net Debt (Annual),Working capital (Annual)
12M 2008,3.54,105.99,3.56,105.20,44 B,581 B,625 B,616 B,124 B
12M 2009,2.48,102.75,2.50,102.15,25 B,574 B,599 B,598 B,(32 B)
12M 2010,2.27,103.74,2.27,103.34,194 B,325 B,519 B,519 B,(189 B)
12M 2011,1.74,104.48,1.74,104.48,162 B,257 B,419 B,417 B,(195 B)
12M 2012,1.64,107.01,1.64,107.01,148 B,163 B,310 B,242 B,(178 B)
12M 2013,1.06,106.35,1.06,106.35,149 B,38 B,187 B,181 B,(222 B)
12M 2014,0.52,95.40,0.52,95.40,130 B,13 B,143 B,143 B,(234 B)
12M 2015,0.60,83.24,0.60,83.24,97 B,,97 B,97 B,(246 B)
12M 2016,0.67,74.84,0.67,74.84,40 B,15 B,55 B,54 B,(203 B)
12M 2017,0.82,60.93,0.82,60.93,40 B,0 B,40 B,39 B,(226 B)
12M 2018,-89.29,-0.56,-89.29,-0.56,28 B,0 B,28 B,27 B,(232 B)
12M 2019,-2.30,-21.75,-2.30,-21.75,12 B,,12 B,11 B,(225 B)
12M 2020,-1.41,-35.37,-1.41,-35.37,11 B,,11 B,10 B,(249 B)
12M 2021,-0.80,-62.71,-0.80,-62.71,,,,(0 B),(248 B)
12M 2022,-12.85,-3.89,-12.85,-3.89,,,,(0 B),(15 B)
12M 2023,-1.43,-4.21,-1.43,-4.21,24 B,,24 B,(6 B),2 B
12M 2024,-3.57,-5.04,-3.57,-5.04,18 B,,18 B,(11 B),(10 B)
