Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2017,,,,,,,,,,,,,-2.48,,0.52
12M 2018,15.94,358.74,423.47,-48.79,22.91,9.64,1.02,0.66,0.34,0.33,0.21,0.2,-1.08,-1.08,0.68
12M 2019,22.32,673.39,414.9,280.81,16.35,13.93,0.54,0.54,0.32,0.33,0.19,0.18,-0.85,-0.85,0.67
