Period,Price to Book Value (Annual),Book Value Per Share (Annual),Price to Tang. Book Value (Annual),Tang. Book Value Per Share (Annual),Short-term Debt (Annual),Long-term Debt (Annual),Total Debt (Annual),Net Debt (Annual),Working capital (Annual)
12M 2013,21.30,103.29,21.30,103.29,3 B,0 B,17 B,17 B,11 B
12M 2014,33.48,99.76,33.48,99.76,3 B,11 B,,14 B,8 B
12M 2015,38.76,94.95,38.76,94.95,11 B,0 B,11 B,11 B,0 B
12M 2016,28.73,87.35,28.73,87.35,23 B,13 B,36 B,31 B,(23 B)
12M 2017,38.42,8.59,38.42,8.59,0 B,0 B,1 B,(0 B),(4 B)
12M 2018,29.41,8.16,29.41,8.16,0 B,0 B,0 B,(0 B),(1 B)
12M 2019,4.68,10.69,4.68,10.69,0 B,,0 B,(1 B),101 B
12M 2020,5.29,9.45,5.29,9.45,,,,(1 B),101 B
12M 2021,6.13,8.16,6.13,8.16,,,,(3 B),81 B
12M 2022,7.43,6.73,7.43,6.73,,,,(0 B),63 B
12M 2023,8.79,5.69,8.79,5.69,,,,(0 B),49 B
12M 2024,9.75,5.13,9.75,5.13,,,,(1 B),44 B
