Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2013,6 B,(1 B),5 B,1.45
12M 2014,6 B,(0 B),,1.62
12M 2015,3 B,(0 B),3 B,0.91
12M 2016,(2 B),(18 B),,-5.83
12M 2017,(4 B),(0 B),,-0.12
12M 2018,1 B,(0 B),,0.02
12M 2019,1 B,(0 B),1 B,0.01
12M 2020,1 B,(0 B),0 B,0.01
12M 2021,2 B,(0 B),2 B,0.05
12M 2022,(3 B),(0 B),,-0.08
12M 2023,(7 B),(0 B),(7 B),-0.22
12M 2024,0 B,,0 B,0.01
