Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2021,7.45 B,10.49,0.00,0.00,164.95 B,8.30%,22.02%,26.92%,5.59
12M 2022,7.45 B,8.81,0.00,0.00,186.62 B,6.40%,17.70%,13.49%,2.97
12M 2023,7.45 B,19.79,0.00,0.00,321.17 B,9.64%,19.77%,23.57%,6.17
12M 2024,7.45 B,21.53,11.33,1.24,328.62 B,8.72%,15.00%,17.06%,6.86
