Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2021,0.00 B,-238664.76,-0.00,0.00,(51.01 B),-17.24%,-54.96%,-47.09%,
12M 2022,0.00 B,-162879.71,-0.00,0.00,(41.16 B),-17.25%,-36.53%,-19.29%,
12M 2023,2.56 B,-9.39,-0.00,0.00,(38.50 B),-9.54%,-22.88%,-16.62%,
12M 2024,3.01 B,5.46,0.00,0.00,2.23 B,6.43%,9.83%,0.47%,
