Period,Price to Book Value (Annual),Book Value Per Share (Annual),Price to Tang. Book Value (Annual),Tang. Book Value Per Share (Annual),Short-term Debt (Annual),Long-term Debt (Annual),Total Debt (Annual),Net Debt (Annual),Working capital (Annual)
12M 2008,0.50,310.24,0.61,252.30,246 B,"1,523 B","1,770 B",529 B,"3,538 B"
12M 2009,0.67,311.72,0.80,263.53,271 B,"1,319 B","1,590 B",472 B,"3,434 B"
12M 2010,2.72,346.10,3.32,283.38,"1,592 B",35 B,"1,627 B",547 B,"2,596 B"
12M 2011,2.97,441.16,3.47,377.58,244 B,603 B,847 B,10 B,"4,791 B"
12M 2012,4.94,505.80,5.12,487.95,448 B,283 B,731 B,203 B,"5,517 B"
12M 2013,5.01,523.84,5.19,506.17,427 B,112 B,539 B,(36 B),"5,205 B"
12M 2014,4.07,623.89,4.19,606.44,55 B,"3,148 B","3,203 B","2,071 B","7,778 B"
12M 2015,2.95,628.03,3.09,599.47,117 B,"3,684 B","3,801 B","3,402 B","6,687 B"
12M 2016,2.84,617.69,2.98,589.13,"3,464 B",329 B,"3,793 B","3,294 B","2,439 B"
12M 2017,2.03,632.15,2.33,551.83,320 B,"3,500 B","3,820 B","3,351 B","5,259 B"
12M 2018,1.00,691.07,1.13,610.74,"1,387 B","3,243 B","4,631 B","3,910 B","5,183 B"
12M 2019,2.00,814.63,2.22,734.31,"1,656 B","2,877 B","4,533 B","3,902 B","5,497 B"
12M 2020,1.21,940.75,1.32,864.55,"1,904 B","2,095 B","3,999 B","3,059 B","6,157 B"
12M 2021,0.80,1127.04,0.86,1050.85,"2,151 B",563 B,"2,714 B","1,428 B","6,636 B"
12M 2022,0.58,1269.93,0.62,1193.74,"1,092 B",278 B,"1,370 B",62 B,"7,655 B"
12M 2023,0.29,1333.29,0.31,1257.10,"1,071 B",421 B,"1,492 B",5 B,"8,629 B"
12M 2024,0.19,1429.86,0.20,1353.66,"1,172 B",534 B,"1,706 B",345 B,"9,342 B"
