Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2021,,,,,,,,,,,,,3.84,,1.28
12M 2022,47.22,298.13,17.84,327.51,7.73,11.94,1.22,2.12,1.31,2.63,0.66,1.25,4.11,4.11,1.48
12M 2023,44.97,327.96,26.64,346.29,8.12,7.97,1.11,0.95,1.73,1.71,0.74,0.67,1.53,1.53,4.22
12M 2024,42.01,424.59,33.34,433.26,8.69,7.87,0.86,0.81,1.81,1.75,0.68,0.64,1.66,1.66,2.74
