Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2021,1.28,0.39,0.88,2.16,0.0,0.0,0.85,0.41,1.16
12M 2022,1.48,0.51,0.79,2.05,0.0,0.0,0.72,0.38,1.05
12M 2023,4.22,1.22,0.26,1.45,0.0,0.0,0.2,0.18,0.44
12M 2024,2.74,0.65,0.31,1.48,0.0,0.0,0.28,0.21,0.47
