Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2021,0.00 B,-5445809.21,-0.00,0.00,7.90 B,-3.27%,-7.08%,0.30%,0.03
12M 2022,2.03 B,10.45,0.00,0.00,47.02 B,7.00%,14.34%,20.86%,3.60
12M 2023,2.71 B,14.62,28.73,4.49,63.96 B,10.31%,14.93%,21.61%,7.78
12M 2024,2.71 B,16.53,18.15,2.86,77.47 B,9.92%,14.67%,20.36%,8.16
