Period,Aset,Aset Lancar,Kas Dan Setara Kas,Piutang Usaha,Pihak Ketiga,Pihak Berelasi,Total Piutang Usaha,Piutang Lain-Lain,Persediaan,Others,Total Aset Lancar,Aset Tidak Lancar,Investasi Jangka Panjang,Piutang Pihak Berelasi,Aset Pajak Tangguhan,Aset Tetap,Properti Investasi,Others,Total Aset Tidak Lancar,Total Aset,Liabilitas Dan Ekuitas,Liabilitas,Liabilitas Jangka Pendek,Utang Bank Jangka Pendek,Utang Usaha,Pihak Ketiga,Pihak Berelasi,Total Utang Usaha,Utang Lain-Lain,Beban Akrual,Liabilitas Derivatif,Utang Pajak,Bagian Lancar Atas Liabilitas Jangka Panjang,Utang Bank Jangka Panjang,Total Bagian Lancar Atas Liabilitas Jangka Panjang,Others,Total Liabilitas Jangka Pendek,Liabilitas Jangka Panjang,Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Utang Bank Jangka Panjang,Total Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Obligasi Konversi,Others,Total Liabilitas Jangka Panjang,Total Liabilitas,Ekuitas,Modal Saham,Tambahan Modal Disetor,Saldo Laba,Telah Ditentukan Penggunaannya,Belum Ditentukan Penggunaannya,Total Saldo Laba,Kepentingan Non Pengendali,Others,Total Ekuitas,Total Liabilitas Dan Ekuitas,Saham Beredar
12M 2018,,,16840687.000000,11522366.000000,10664312.000000,858054.000000,11522366.000000,41778.000000,389515279.000000,14545335.000000,432465445.000000,,,2628596.000000,5455815.000000,668299533.000000,7245808.000000,30921852.000000,714551604.000000,1147017049.000000,,,322384807.000000,221874257.000000,,42174909.000000,264669.000000,42439578.000000,608757.000000,16239699.000000,,1110933.000000,,16835450.000000,16835450.000000,23276133.000000,322384807.000000,293629429.000000,,69268752.000000,69268752.000000,93901556.000000,130459121.000000,293629429.000000,616014236.000000,,469947693.000000,-3244596.000000,58183212.000000,,,58183212.000000,,6116504.000000,531002813.000000,1147017049.000000,9198600000.000000
12M 2019,,,25593033.000000,10142583.000000,9012159.000000,1130424.000000,10142583.000000,37020.000000,263676805.000000,39641242.000000,339090683.000000,,,,9121582.000000,677173523.000000,7245808.000000,36503324.000000,730044237.000000,1069134920.000000,,,289998470.000000,200474826.000000,,30409969.000000,63313.000000,30473282.000000,236808.000000,7524174.000000,,4583956.000000,,17979713.000000,17979713.000000,28725711.000000,289998470.000000,87393365.000000,,57894449.000000,57894449.000000,,29498916.000000,87393365.000000,377391835.000000,,573244954.000000,66732174.000000,37413018.000000,,,37413018.000000,,14352939.000000,691743085.000000,1069134920.000000,12111376157.000000
12M 2020,,,23379554.000000,17281828.000000,17132477.000000,149351.000000,17281828.000000,38240.000000,171415958.000000,9470172.000000,221585752.000000,,,,6124918.000000,756811849.000000,16710232.000000,31409218.000000,811056217.000000,1032641969.000000,,,187709345.000000,34022801.000000,,89264339.000000,124003.000000,89388342.000000,884033.000000,6149650.000000,,1183110.000000,,13996902.000000,13996902.000000,42084507.000000,187709345.000000,154753874.000000,,63727696.000000,63727696.000000,,91026178.000000,154753874.000000,342463219.000000,,573244954.000000,66732174.000000,28459476.000000,,,28459476.000000,,21742146.000000,690178750.000000,1032641969.000000,12111376157.000000
12M 2021,,,37241748.000000,2268957.000000,2243294.000000,25663.000000,2268957.000000,636342.000000,213958721.000000,21742552.000000,275848320.000000,,,,2385177.000000,749865581.000000,16348653.000000,23883992.000000,792483403.000000,1068331723.000000,,,190390645.000000,22223474.000000,,60824339.000000,5792.000000,60830131.000000,8580380.000000,10829145.000000,,8792635.000000,,20637212.000000,20637212.000000,58497668.000000,190390645.000000,124876329.000000,,41717168.000000,41717168.000000,,83159161.000000,124876329.000000,315266974.000000,,573244954.000000,66732174.000000,90356336.000000,,90356336.000000,90356336.000000,,22731285.000000,753064749.000000,1068331723.000000,12111376157.000000
12M 2022,,,87386731.000000,13243567.000000,13243567.000000,,13243567.000000,255859.000000,258231840.000000,27611157.000000,386729154.000000,,,,1564335.000000,741361164.000000,16092286.000000,40575616.000000,799593401.000000,1186322555.000000,,,265334188.000000,71941802.000000,,106353755.000000,247608.000000,106601363.000000,9522857.000000,8989920.000000,,2724181.000000,,18098411.000000,18098411.000000,47455654.000000,265334188.000000,114769637.000000,,41487664.000000,41487664.000000,,73281973.000000,114769637.000000,380103825.000000,,573244954.000000,66732174.000000,142566675.000000,10000000.000000,132566675.000000,142566675.000000,,23674927.000000,806218730.000000,1186322555.000000,12111376157.000000
12M 2023,,,115329924.000000,7137624.000000,7137624.000000,,7137624.000000,441573.000000,210257987.000000,22749392.000000,355916500.000000,,,,38994769.000000,798031133.000000,15771147.000000,19860845.000000,872657894.000000,1228574394.000000,,,217322064.000000,31487366.000000,,63948334.000000,349677.000000,64298011.000000,8257249.000000,11495848.000000,,34635789.000000,,17281029.000000,17281029.000000,49866772.000000,217322064.000000,86801869.000000,,27898624.000000,27898624.000000,,58903245.000000,86801869.000000,304123933.000000,,573244954.000000,66742479.000000,179836871.000000,11000000.000000,168836871.000000,179836871.000000,80887567.000000,23738590.000000,924450461.000000,1228574394.000000,12111376157.000000
12M 2024,,,85417646.000000,21459648.000000,21459648.000000,,21459648.000000,2043741.000000,122241581.000000,6250895.000000,237413511.000000,,22879390.000000,,3412650.000000,500537026.000000,15430841.000000,13055755.000000,555315662.000000,792729173.000000,,,67689092.000000,12682089.000000,,16509369.000000,337677.000000,16847046.000000,11266563.000000,6352569.000000,,122196.000000,,3080268.000000,3080268.000000,17338361.000000,67689092.000000,34519114.000000,,3418169.000000,3418169.000000,,31100945.000000,34519114.000000,102208206.000000,,160508587.000000,202295416.000000,302116119.000000,11000000.000000,291116119.000000,302116119.000000,,25600845.000000,690520967.000000,792729173.000000,12111376157.000000
