Period,Arus Kas Dari Aktivitas Operasi,Penerimaan Dari Pelanggan,Pembayaran Kepada Pemasok,Pembayaran Kepada Karyawan,Pembayaran Beban Usaha,Penerimaan Dari (Pembayaran Untuk),Restitusi Pajak,Pajak Penghasilan,Pembayaran Bunga,Penerimaan Bunga,Beban Operasi Lainnya,Total Penerimaan Dari (Pembayaran Untuk),Total Arus Kas Dari Aktivitas Operasi,Arus Kas Dari Aktivitas Investasi,Pelunasan Utang Pembelian Aset Tetap,Perolehan Aset Tetap,Uang Muka Untuk Perolehan Aset Tetap,Penarikan (Penempatan) Jaminan,Penjualan Entitas Anak,Investasi Pada Entitas Asosiasi,Kapitalisasi Bunga,Penambahan Investasi Jangka Panjang,Penerimaan Dari Divestasi,Penerimaan Dividen Tunai,Hasil Penjualan Aset Tetap,Total Arus Kas Dari Aktivitas Investasi,Arus Kas Dari Aktivitas Pendanaan,Penerimaan Dari :,Penerbitan Saham Baru Melalui Penawaran Umum Saham Perdana,Utang Bank Jangka Pendek,Utang Bank Jangka Panjang,Utang Pihak Berelasi,Tambahan Modal Disetor,Total Penerimaan Dari :,Pembayaran Atas :,Utang Bank Jangka Pendek,Utang Bank Jangka Panjang,Utang Pihak Berelasi,Beban Keuangan,Liabilitas Sewa,Total Pembayaran Atas :,Pembayaran Dari Pengurangan Modal,(Penempatan)/Penarikan Deposito Berjangka Yang Dibatasi Penggunaanya,Dividen Yang Dibayarkan Kepada Pemegang Saham,Total Arus Kas Dari Aktivitas Pendanaan,Kenaikan (Penurunan) Bersih Kas Dan Setara Kas,Kas Dan Setara Kas Awal Periode,Kas Di Bank Pada Awalperiode Pada Entitas Anak Yang Didivestasi,Penyesuaian Arus Kas Merging Business,Dampak Neto Perubahan Nilai Tukar Atas Kas Dan Setara Kas,Kas Dan Setara Kas Akhir Periode
12M 2018,-73904256.000000,873999725.000000,-866293243.000000,-40572231.000000,-15312991.000000,,,-13847870.000000,-8275147.000000,,-3602499.000000,-25725516.000000,-73904256.000000,-95414230.000000,,-77484730.000000,-17102637.000000,-1351117.000000,,279020.000000,,,,217395.000000,27839.000000,-95414230.000000,201185583.000000,,,515968273.000000,21083679.000000,72861747.000000,,609913699.000000,,-368991855.000000,-11340574.000000,-28395687.000000,,,-408728116.000000,,,,201185583.000000,31867097.000000,15655757.000000,,-31719961.000000,-549870.000000,15253023.000000
12M 2019,83429155.000000,911036239.000000,-735385966.000000,-42783795.000000,-24152496.000000,,,-6767424.000000,-18711733.000000,,194330.000000,-25284827.000000,83429155.000000,-111144749.000000,-68443178.000000,-45792853.000000,-1852832.000000,2216909.000000,,,,,,2628596.000000,98609.000000,-111144749.000000,36290375.000000,,73069380.000000,669561556.000000,2996392.000000,,,745627328.000000,,-692436860.000000,-13145243.000000,-3754850.000000,,,-709336953.000000,,,,36290375.000000,8574781.000000,15253023.000000,,,106725.000000,23934529.000000
12M 2020,236162765.000000,618337169.000000,-342846610.000000,-32471459.000000,,,3947404.000000,-6508288.000000,-4295451.000000,,,-6856335.000000,236162765.000000,-60003800.000000,,-63171909.000000,-803317.000000,3965664.000000,,,,,,,5762.000000,-60003800.000000,-178002293.000000,,,184025805.000000,17630889.000000,,,201656694.000000,,-364516999.000000,-15141988.000000,,,,-379658987.000000,,,,-178002293.000000,-1843328.000000,25593033.000000,,,-370151.000000,23379554.000000
12M 2021,64894878.000000,747951990.000000,-645114348.000000,-30541457.000000,,,,-5929595.000000,-1471712.000000,,,-7401307.000000,64894878.000000,-30072619.000000,,-30045833.000000,-2386615.000000,-1679173.000000,,,,,,,4039002.000000,-30072619.000000,-21353771.000000,,,76236654.000000,8420857.000000,,,84657511.000000,,-90356493.000000,-20121088.000000,,,,-110477581.000000,,4466299.000000,,-21353771.000000,13468488.000000,23379554.000000,,,393706.000000,37241748.000000
12M 2022,60615884.000000,922509280.000000,-812993870.000000,-30949753.000000,,,9723328.000000,-21803823.000000,-6853708.000000,984430.000000,,-17949773.000000,60615884.000000,-44173483.000000,,-31101736.000000,-12960778.000000,-111345.000000,,,,,,,376.000000,-44173483.000000,30813302.000000,,,161094628.000000,36000406.000000,,,197095034.000000,,-109371278.000000,-36785215.000000,,,,-146156493.000000,,-13935480.000000,-6189759.000000,30813302.000000,47255703.000000,37241748.000000,,,2889280.000000,87386731.000000
12M 2023,92036250.000000,715549419.000000,-572340168.000000,-36089289.000000,,,,-8677736.000000,-8879042.000000,2473066.000000,,-15083712.000000,92036250.000000,-20792751.000000,,-17348924.000000,-3412120.000000,-32045.000000,,,,,,,338.000000,-20792751.000000,-44708896.000000,,,314270965.000000,3435239.000000,,,317706204.000000,,-356996894.000000,-19043562.000000,,,,-376040456.000000,,13625356.000000,,-44708896.000000,26534603.000000,87386731.000000,,,1408590.000000,115329924.000000
12M 2024,-39179904.000000,314523571.000000,-300905458.000000,-21677135.000000,,,,-36361501.000000,-3494042.000000,8734661.000000,,-31120882.000000,-39179904.000000,334736038.000000,,-4975905.000000,-971066.000000,189899.000000,,,,-495000.000000,340542584.000000,,445526.000000,334736038.000000,-304494115.000000,,,104938957.000000,,,,104938957.000000,,-123642024.000000,-11116899.000000,,,,-134758923.000000,-277183434.000000,2509285.000000,,-304494115.000000,-8937981.000000,115329924.000000,-20756338.000000,,-217959.000000,85417646.000000
