Period,Price to Book Value (Annual),Book Value Per Share (Annual),Price to Tang. Book Value (Annual),Tang. Book Value Per Share (Annual),Short-term Debt (Annual),Long-term Debt (Annual),Total Debt (Annual),Net Debt (Annual),Working capital (Annual)
12M 2011,0.00,104.99,0.00,104.99,33 B,160 B,193 B,190 B,(23 B)
12M 2012,0.00,289.36,0.00,289.36,59 B,163 B,222 B,217 B,(69 B)
12M 2013,0.00,454.79,0.00,454.79,96 B,157 B,254 B,247 B,(145 B)
12M 2014,3.91,537.18,3.91,537.18,71 B,197 B,268 B,242 B,(103 B)
12M 2015,6.35,140.08,6.35,140.08,92 B,331 B,423 B,410 B,(169 B)
12M 2016,5.44,193.05,5.44,193.05,158 B,493 B,651 B,645 B,(187 B)
12M 2017,4.89,313.06,4.89,313.06,296 B,776 B,"1,072 B","1,032 B",(208 B)
12M 2018,3.38,462.14,3.38,462.14,282 B,"1,180 B","1,463 B","1,445 B",(217 B)
12M 2019,2.26,482.48,2.26,482.48,405 B,"1,088 B","1,493 B","1,472 B",(736 B)
12M 2020,1.44,554.03,1.44,554.03,334 B,"1,739 B","2,073 B","1,968 B",(241 B)
12M 2021,1.46,597.71,1.46,597.71,408 B,"1,901 B","2,309 B","2,171 B",(187 B)
12M 2022,1.36,621.10,1.36,621.10,583 B,"1,855 B","2,438 B","2,193 B",(267 B)
12M 2023,1.29,639.24,1.29,639.24,909 B,"1,532 B","2,441 B","2,298 B",(892 B)
12M 2024,2.66,655.94,2.66,655.94,586 B,"2,473 B","3,059 B","2,869 B",(221 B)
