Period,Price to Book Value (Annual),Book Value Per Share (Annual),Price to Tang. Book Value (Annual),Tang. Book Value Per Share (Annual),Short-term Debt (Annual),Long-term Debt (Annual),Total Debt (Annual),Net Debt (Annual),Working capital (Annual)
12M 2008,0.00,407.29,0.00,407.29,558 B,,558 B,354 B,(199 B)
12M 2009,2.02,57.84,2.02,57.84,,,,(40 B),52 B
12M 2010,2.03,78.75,2.03,78.75,,,,(4 B),290 B
12M 2011,1.42,90.90,1.42,90.90,,,,(4 B),446 B
12M 2012,1.12,96.70,1.12,96.70,,,,(337 B),469 B
12M 2013,0.80,107.86,0.80,107.86,,,,(223 B),576 B
12M 2014,0.97,106.15,0.97,106.15,,,,(270 B),188 B
12M 2015,0.60,98.10,0.60,98.10,,,,(162 B),74 B
12M 2016,1.11,101.48,1.11,101.48,,,,(194 B),91 B
12M 2017,0.80,103.08,0.80,103.08,,,,(159 B),59 B
12M 2018,0.97,96.94,0.97,96.94,,,,(28 B),(85 B)
12M 2019,0.62,99.26,0.62,99.26,129 B,,129 B,117 B,(161 B)
12M 2020,1.20,91.63,1.20,91.63,164 B,,164 B,163 B,(264 B)
12M 2021,1.17,85.27,1.17,85.27,176 B,16 B,192 B,188 B,(374 B)
12M 2022,1.32,114.67,1.32,114.67,351 B,43 B,394 B,338 B,(123 B)
12M 2023,0.96,137.83,0.96,137.83,447 B,111 B,557 B,551 B,21 B
12M 2024,0.65,146.74,0.65,146.74,870 B,207 B,"1,077 B","1,027 B",113 B
