Period,Price to Book Value (Annual),Book Value Per Share (Annual),Price to Tang. Book Value (Annual),Tang. Book Value Per Share (Annual),Short-term Debt (Annual),Long-term Debt (Annual),Total Debt (Annual),Net Debt (Annual),Working capital (Annual)
12M 2008,2.71,130.45,2.71,130.45,14 B,450 B,464 B,460 B,(128 B)
12M 2009,2.42,135.68,2.42,135.68,15 B,395 B,410 B,409 B,(147 B)
12M 2010,1.21,80.18,1.21,80.18,15 B,,15 B,(13 B),(82 B)
12M 2011,0.64,77.68,0.64,77.68,,,,(19 B),(20 B)
12M 2012,0.61,81.89,0.61,81.89,,,,(12 B),20 B
12M 2013,0.63,79.79,0.63,79.79,20 B,34 B,54 B,54 B,22 B
12M 2014,0.64,77.93,0.64,77.93,,546 B,546 B,531 B,57 B
12M 2015,0.83,60.00,0.83,60.00,,515 B,515 B,509 B,(77 B)
12M 2016,1.04,48.25,1.04,48.25,353 B,354 B,707 B,706 B,(284 B)
12M 2017,1.48,33.73,1.48,33.73,203 B,492 B,695 B,693 B,(211 B)
12M 2018,2.56,19.53,2.56,19.53,602 B,141 B,743 B,742 B,(637 B)
