Period,Total Pendapatan,Total Beban Pokok Penjualan,Laba Kotor,Total Beban Usaha,Beban Usaha,Total Beban Usaha,Laba Usaha,Penghasilan/Beban Lain-Lain,Beban Keuangan,Laba (Rugi) Selisih Kurs,Adjustment,Others,Total Penghasilan/Beban Lain-Lain,Laba Sebelum Pajak,Beban Pajak Penghasilan,Pajak Kini,Pajak Tangguhan,Total Beban Pajak Penghasilan,Laba Bersih Tahun Berjalan,Pendapatan Komprehensif Lain,Jumlah Laba Komprehensif,Laba Bersih Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Bersih Yang Dapat Diatribusikan Kepada,Laba Komprehensif Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Komprehensif Yang Dapat Diatribusikan Kepada
12M 2018,48202635459.000000,-42149794225.000000,6052841234.000000,-1752192823.000000,-1752192823.000000,-1752192823.000000,4300648411.000000,-2837174438.000000,-2770810913.000000,-17858178.000000,,-48505347.000000,-2837174438.000000,1463473973.000000,-210297494.000000,-253436973.000000,43139479.000000,-210297494.000000,1253176479.000000,68360128.000000,1321536607.000000,1253176479.000000,1253176479.000000,,1253176479.000000,1321536607.000000,1321536607.000000,,1321536607.000000
12M 2019,53528450125.000000,-46977492727.000000,6550957398.000000,-2748433017.000000,-2748433017.000000,-2748433017.000000,3802524381.000000,-2409730548.000000,-2345682089.000000,-7103479.000000,,-56944980.000000,-2409730548.000000,1392793833.000000,-201227021.000000,-174326175.000000,-26900846.000000,-201227021.000000,1191566812.000000,388884817.000000,1580451629.000000,1191566812.000000,1191566812.000000,,1191566812.000000,1580451629.000000,1580451629.000000,,1580451629.000000
12M 2020,47405156343.000000,-39974159725.000000,7430996618.000000,-2868214388.000000,-2868214388.000000,-2868214388.000000,4562782230.000000,-2507575015.000000,-2511483746.000000,-2801620.000000,,6710351.000000,-2507575015.000000,2055207215.000000,-313587820.000000,-226279388.000000,-87308432.000000,-313587820.000000,1741619395.000000,23414281.000000,1765033676.000000,1741619395.000000,1741619395.000000,,1741619395.000000,1765033676.000000,1765033676.000000,,1765033676.000000
12M 2021,53930872482.000000,-46890880193.000000,7039992289.000000,-3305457245.000000,-3305457245.000000,-3305457245.000000,3734535044.000000,-2923197917.000000,-2931396189.000000,80757.000000,,8117515.000000,-2923197917.000000,811337127.000000,-199903928.000000,-194838380.000000,-5065548.000000,-199903928.000000,611433199.000000,97014987.000000,708448186.000000,611433199.000000,611433199.000000,,611433199.000000,708448186.000000,708448186.000000,,708448186.000000
12M 2022,65153137841.000000,-59454443226.000000,5698694615.000000,-3315664507.000000,-3315664507.000000,-3315664507.000000,2383030108.000000,-1136734042.000000,-1165270448.000000,,,28536406.000000,-1136734042.000000,1246296066.000000,-329597302.000000,-125313540.000000,-204283762.000000,-329597302.000000,916698764.000000,20944335.000000,937643099.000000,916698764.000000,916698764.000000,,916698764.000000,937643099.000000,937643099.000000,,937643099.000000
12M 2023,62082369696.000000,-58164274716.000000,3918094980.000000,-2732876086.000000,-2732876086.000000,-2732876086.000000,1185218894.000000,-170462909.000000,-179737852.000000,,,9274943.000000,-170462909.000000,1014755985.000000,-137232556.000000,-118595620.000000,-18636936.000000,-137232556.000000,877523429.000000,158390725.000000,1035914154.000000,877523429.000000,877523429.000000,,877523429.000000,1035914154.000000,1035914154.000000,,1035914154.000000
12M 2024,61150779176.000000,-56631510936.000000,4519268240.000000,-3410573410.000000,-3410573410.000000,-3410573410.000000,1108694830.000000,-32016061.000000,-130218287.000000,,,98202226.000000,-32016061.000000,1076678769.000000,-197128525.000000,-189769580.000000,-7358945.000000,-197128525.000000,879550244.000000,17394387.000000,896944631.000000,879550244.000000,879550244.000000,,879550244.000000,896944631.000000,896944631.000000,,896944631.000000
