Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2018,0.00 B,1127417.19,0.00,0.00,3.67 B,4.49%,32.15%,70.84%,220.38
12M 2019,0.00 B,558115.18,0.00,0.00,2.41 B,1.99%,14.00%,14.97%,5.49
12M 2020,0.00 B,181973.58,0.00,0.00,2.78 B,0.55%,4.44%,7.95%,1.64
12M 2021,3.35 B,1.43,0.00,0.00,8.12 B,5.12%,10.39%,20.24%,4.84
12M 2022,4.80 B,1.35,37.04,1.33,12.92 B,2.64%,3.33%,8.55%,6.50
12M 2023,4.80 B,1.07,46.73,1.24,12.35 B,2.00%,2.60%,4.15%,4.78
12M 2024,4.80 B,-2.80,-5.36,0.47,(7.32 B),-5.88%,-7.31%,-6.29%,-5.81
