Period,Aset,Aset Lancar,Kas Dan Setara Kas,Piutang Usaha,Pihak Ketiga,Pihak Berelasi,Total Piutang Usaha,Piutang Lain-Lain,Pihak Ketiga,Total Piutang Lain-Lain,Persediaan,Others,Total Aset Lancar,Aset Tidak Lancar,Piutang Lain-Lain,Pihak Berelasi,Total Piutang Lain-Lain,Aset Tetap,Properti Investasi,Aset Tak Berwujud,Aset Pajak Tangguhan,Others,Total Aset Tidak Lancar,Total Aset,Liabilitas Dan Ekuitas,Liabilitas,Liabilitas Jangka Pendek,Utang Bank Jangka Pendek,Utang Usaha,Pihak Ketiga,Pihak Berelasi,Total Utang Usaha,Utang Lain-Lain,Pihak Berelasi,Total Utang Lain-Lain,Utang Pajak,Beban Akrual,Bagian Lancar Atas Liabilitas Jangka Panjang,Utang Bank Jangka Panjang,Utang Pembiayaan Konsumen,Others,Total Bagian Lancar Atas Liabilitas Jangka Panjang,Others,Total Liabilitas Jangka Pendek,Liabilitas Jangka Panjang,Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Utang Bank Jangka Panjang,Utang Pembiayaan Konsumen,Total Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Utang Lain-Lain,Pihak Berelasi,Total Utang Lain-Lain,Others,Total Liabilitas Jangka Panjang,Total Liabilitas,Ekuitas,Modal Saham,Tambahan Modal Disetor,Saldo Laba,Telah Ditentukan Penggunaannya,Belum Ditentukan Penggunaannya,Total Saldo Laba,Kepentingan Non Pengendali,Others,Total Ekuitas,Total Liabilitas Dan Ekuitas,Saham Beredar
12M 2018,,,3363177554.000000,17774166953.000000,17774166953.000000,,17774166953.000000,,,,13612536016.000000,,34749880523.000000,,27898624229.000000,27898624229.000000,27898624229.000000,69863000.000000,,80666042.000000,1226250.000000,,28050379521.000000,62800260044.000000,,,52528614989.000000,,,217962466.000000,48867050133.000000,49085012599.000000,,,,99890262.000000,3343712128.000000,,,,,,,52528614989.000000,1504905000.000000,,,,,,1500000000.000000,1500000000.000000,4905000.000000,1504905000.000000,54033519989.000000,,2500000000.000000,,6266740055.000000,,6266740055.000000,6266740055.000000,,,8766740055.000000,62800260044.000000,2500.000000
12M 2019,,,1131409575.000000,21985210962.000000,21935512962.000000,49698000.000000,21985210962.000000,147105000.000000,147105000.000000,147105000.000000,15102896868.000000,775000008.000000,39141622413.000000,,24324940405.000000,24324940405.000000,24324940405.000000,6303271318.000000,,55998542.000000,318994750.000000,,31003205015.000000,70144827428.000000,,,51304038855.000000,6545130248.000000,,5463577964.000000,38425955823.000000,43889533787.000000,,,,662393361.000000,,,,206981459.000000,,206981459.000000,,51304038855.000000,8871653830.000000,,,295674830.000000,295674830.000000,,7300000000.000000,7300000000.000000,1275979000.000000,8871653830.000000,60175692685.000000,,2500000000.000000,,7662027993.000000,500000000.000000,7162027993.000000,7662027993.000000,,-192893250.000000,9969134743.000000,70144827428.000000,2500.000000
12M 2020,,,803870806.000000,19650027705.000000,19626608791.000000,23418914.000000,19650027705.000000,,,,23639833867.000000,4581164072.000000,48674896450.000000,,20492438233.000000,20492438233.000000,20492438233.000000,12295377383.000000,,33181042.000000,515170829.000000,386836987.000000,33723004474.000000,82397900924.000000,,,59982999694.000000,11180481951.000000,,11136628673.000000,36332679765.000000,47469308438.000000,,,,882707795.000000,,,233938451.000000,216563059.000000,,450501510.000000,,59982999694.000000,12164149284.000000,,1111048049.000000,79111771.000000,1190159820.000000,,9415828464.000000,9415828464.000000,1558161000.000000,12164149284.000000,72147148978.000000,,2500000000.000000,,8116961946.000000,500000000.000000,7616961946.000000,8116961946.000000,,-366210000.000000,10250751946.000000,82397900924.000000,2500.000000
12M 2021,,,241086275.000000,17090676078.000000,15640204645.000000,1450471433.000000,17090676078.000000,,,,52818100194.000000,4408241415.000000,74558103962.000000,,,,,2217036851.000000,15667500000.000000,11288542.000000,398541129.000000,487522787.000000,18781889309.000000,93339993271.000000,,,45461521552.000000,11949072905.000000,,10958524615.000000,16551829975.000000,27510354590.000000,,2130828462.000000,2130828462.000000,88104115.000000,1047609295.000000,,257854988.000000,79111771.000000,,336966759.000000,2398585426.000000,45461521552.000000,1881219061.000000,,853193061.000000,,853193061.000000,,,,1028026000.000000,1881219061.000000,47342740613.000000,,33500000000.000000,,12896878534.000000,500000000.000000,12396878534.000000,12896878534.000000,6431204.000000,-406057080.000000,45997252658.000000,93339993271.000000,3350000000.000000
12M 2022,,,313116680.000000,25065563977.000000,19748777195.000000,5316786782.000000,25065563977.000000,,,,124019835387.000000,70042479216.000000,219440995260.000000,,,,,8221929665.000000,15667500000.000000,,653806362.000000,1242958590.000000,25786194617.000000,245227189877.000000,,,47019635741.000000,12609058976.000000,,18517925322.000000,9442605208.000000,27960530530.000000,,,,526711487.000000,598963715.000000,,384196781.000000,857960172.000000,1279092289.000000,2521249242.000000,2803121791.000000,47019635741.000000,4136706300.000000,,960662947.000000,1189973701.000000,2150636648.000000,,658957509.000000,658957509.000000,1327112143.000000,4136706300.000000,51156342041.000000,,48000476370.000000,127081478255.000000,19362434705.000000,500000000.000000,18862434705.000000,19362434705.000000,73005863.000000,-446547357.000000,194070847836.000000,245227189877.000000,4800047637.000000
12M 2023,,,568743995.000000,35326293625.000000,19699709158.000000,15626584467.000000,35326293625.000000,90000000.000000,90000000.000000,90000000.000000,134425895763.000000,58888159286.000000,229299092669.000000,,,,,6743946789.000000,15667500000.000000,,957859326.000000,3947152901.000000,27316459016.000000,256615551685.000000,,,54165973832.000000,18706740464.000000,,26804152950.000000,3617253503.000000,30421406453.000000,,690362000.000000,690362000.000000,343795118.000000,471274250.000000,,413240717.000000,1392808148.000000,976934575.000000,2782983440.000000,749412107.000000,54165973832.000000,4585586778.000000,,547422231.000000,1328993472.000000,1876415703.000000,,,,2709171075.000000,4585586778.000000,58751560610.000000,,48001333660.000000,127091337090.000000,23209413999.000000,1000000000.000000,22209413999.000000,23209413999.000000,61259801.000000,-499353475.000000,197863991075.000000,256615551685.000000,4800133446.000000
12M 2024,,,157203163.000000,18610697441.000000,15123554225.000000,3487143216.000000,18610697441.000000,170000000.000000,170000000.000000,170000000.000000,127537165803.000000,53514313928.000000,199989380335.000000,,,,,5730375280.000000,16243800000.000000,,1803989487.000000,4289423907.000000,28067588674.000000,228056969009.000000,,,40936367215.000000,18821318868.000000,,12730846459.000000,5207426316.000000,17938272775.000000,,,,274874377.000000,1194871803.000000,,355755563.000000,936018164.000000,948666395.000000,2240440122.000000,466589270.000000,40936367215.000000,3479151170.000000,,191666667.000000,566860953.000000,758527620.000000,,,,2720623550.000000,3479151170.000000,44415518385.000000,,48001429290.000000,127092436835.000000,8822203991.000000,1500000000.000000,7322203991.000000,8822203991.000000,18174610.000000,-292794102.000000,183641450624.000000,228056969009.000000,4800142929.000000
