Period,Total Pendapatan,Total Beban Pokok Penjualan,Laba Kotor,Total Beban Usaha,Beban Penjualan,Beban Umum Dan Administrasi,Others,Total Beban Usaha,Laba Usaha,Penghasilan/Beban Lain-Lain,Pendapatan Keuangan,Beban Keuangan,Total Penghasilan/Beban Lain-Lain,Laba Sebelum Pajak,Beban Pajak Penghasilan,Laba Bersih Tahun Berjalan,Pendapatan Komprehensif Lain,Jumlah Laba Komprehensif,Laba Bersih Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Bersih Yang Dapat Diatribusikan Kepada,Laba Komprehensif Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Komprehensif Yang Dapat Diatribusikan Kepada
12M 2018,66131003623.000000,-56487556199.000000,9643447424.000000,-6005078686.000000,-294368476.000000,-5998969578.000000,288259368.000000,-6005078686.000000,3638368738.000000,-14026901.000000,2482607.000000,-16509508.000000,-14026901.000000,3624341837.000000,-805798857.000000,2818542980.000000,,2818542980.000000,2818542980.000000,2818542980.000000,,2818542980.000000,2818542980.000000,2818542980.000000,,2818542980.000000
12M 2019,84652819886.000000,-71394868854.000000,13257951032.000000,-11079603624.000000,-144205514.000000,-12532567411.000000,1597169301.000000,-11079603624.000000,2178347408.000000,-390493490.000000,6596597.000000,-397090087.000000,-390493490.000000,1787853918.000000,-392565980.000000,1395287938.000000,-192893250.000000,1202394688.000000,1395287938.000000,1395287938.000000,,1395287938.000000,1202394688.000000,1202394688.000000,,1202394688.000000
12M 2020,116280823967.000000,-100389761142.000000,15891062825.000000,-14250935995.000000,-1220897737.000000,-13116059317.000000,86021059.000000,-14250935995.000000,1640126830.000000,-995450728.000000,2174425.000000,-997625153.000000,-995450728.000000,644676102.000000,-189742149.000000,454933953.000000,-173316750.000000,281617203.000000,454933953.000000,454933953.000000,,454933953.000000,281617203.000000,281617203.000000,,281617203.000000
12M 2021,120026231380.0,-98327862400.0,21698368980.0,-14585171686.0,-2429493035.0,-18172454199.0,6016775548.0,-14585171686.0,7113197294.0,-1467215810.0,1716415.0,-1468932225.0,-1467215810.0,5645981484.0,-869633692.0,4776347792.0,-39847080.0,4736500712.0,4776347792.0,4779916588.0,-3568796.0,4776347792.0,4736500712.0,4740069508.0,-3568796.0,4736500712.0
12M 2022,180921964656.0,-142798232833.0,38123731823.0,-27605449094.0,-2223510941.0,-23201495993.0,-2180442160.0,-27605449094.0,10518282729.0,-1609678288.0,9239476.0,-1618917764.0,-1609678288.0,8908604441.0,-2466473611.0,6442130830.0,-40490277.0,6401640553.0,6442130830.0,6465556171.0,-23425341.0,6442130830.0,6401640553.0,6425065894.0,-23425341.0,6401640553.0
12M 2023,193286854098.0,-149797311926.0,43489542172.0,-35168240152.0,-3173591134.0,-32180057435.0,185408417.0,-35168240152.0,8321302020.0,-1736520273.0,2538786.0,-1739059059.0,-1736520273.0,6584781747.0,-1453607950.0,5131173797.0,-52728817.0,5078444980.0,5131173797.0,5142997160.0,-11823363.0,5131173797.0,5078444980.0,5090191042.0,-11746062.0,5078444980.0
12M 2024,152956334212.0,-119868341546.0,33087992666.0,-45345225023.0,-3271141466.0,-38127185063.0,-3946898494.0,-45345225023.0,-12257232357.0,-2108362804.0,3101270.0,-2111464074.0,-2108362804.0,-14365595161.0,904608528.0,-13460986633.0,207332391.0,-13253654242.0,-13460986633.0,-13417128424.0,-43858209.0,-13460986633.0,-13253654242.0,-13210569051.0,-43085191.0,-13253654242.0
