Period,Price to Book Value (Annual),Book Value Per Share (Annual),Price to Tang. Book Value (Annual),Tang. Book Value Per Share (Annual),Short-term Debt (Annual),Long-term Debt (Annual),Total Debt (Annual),Net Debt (Annual),Working capital (Annual)
12M 2008,1.14,89.41,1.14,89.41,5 B,73 B,77 B,73 B,(3 B)
12M 2009,0.96,90.53,0.96,90.53,12 B,53 B,65 B,63 B,(12 B)
12M 2010,0.93,92.79,0.93,92.79,14 B,53 B,67 B,53 B,(0 B)
12M 2011,1.07,93.46,1.07,93.46,7 B,49 B,56 B,50 B,2 B
12M 2012,1.02,90.27,1.02,90.27,13 B,40 B,53 B,35 B,5 B
12M 2013,4.05,91.31,4.05,91.31,7 B,26 B,33 B,24 B,(4 B)
12M 2014,2.62,91.61,2.62,91.61,8 B,18 B,26 B,17 B,(7 B)
12M 2015,2.72,91.69,2.72,91.69,8 B,11 B,19 B,14 B,(9 B)
12M 2016,2.60,92.23,2.60,92.23,10 B,19 B,29 B,25 B,(1 B)
12M 2017,1.05,92.25,1.05,92.25,10 B,30 B,40 B,39 B,1 B
12M 2018,2.28,50.81,2.28,50.81,41 B,12 B,53 B,52 B,(33 B)
12M 2019,0.52,95.91,0.52,95.91,300 B,0 B,300 B,274 B,"1,904 B"
