Period,Total Pendapatan,Total Beban Pokok Penjualan,Laba Kotor,Total Beban Usaha,Beban Penjualan,Beban Umum Dan Administrasi,Total Beban Usaha,Laba Usaha,Penghasilan/Beban Lain-Lain,Pendapatan Keuangan,Beban Keuangan,Keuntungan Atas Penjualan Entitas Anak,Laba (Rugi) Selisih Kurs,Others,Total Penghasilan/Beban Lain-Lain,Laba Sebelum Pajak,Beban Pajak Penghasilan,Pajak Kini,Pajak Tangguhan,Others,Total Beban Pajak Penghasilan,Laba Bersih Tahun Berjalan,Pendapatan Komprehensif Lain,Jumlah Laba Komprehensif,Laba Bersih Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Bersih Yang Dapat Diatribusikan Kepada,Laba Komprehensif Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Komprehensif Yang Dapat Diatribusikan Kepada
12M 2016,1030502639000.000000,-986312571000.000000,44190068000.000000,-93586466000.000000,-1162714000.000000,-92423752000.000000,-93586466000.000000,-49396398000.000000,-123634190000.000000,1806881000.000000,-107293365000.000000,,,-18147706000.000000,-123634190000.000000,-173030588000.000000,27052097000.000000,,27052097000.000000,,27052097000.000000,-145978491000.000000,82017000.000000,-145896474000.000000,-145978491000.000000,-145935314000.000000,-43177000.000000,-145978491000.000000,-145896474000.000000,-145853238000.000000,-43236000.000000,-145896474000.000000
12M 2017,672884579000.000000,-685298383000.000000,-12413804000.000000,-290696871000.000000,-4819076000.000000,-285877795000.000000,-290696871000.000000,-303110675000.000000,-547562088000.000000,1489084000.000000,-118493065000.000000,,,-430558107000.000000,-547562088000.000000,-850672763000.000000,-939092000.000000,,-939092000.000000,,-939092000.000000,-851611855000.000000,-1717632000.000000,-853329487000.000000,-851611855000.000000,-850897006000.000000,-714849000.000000,-851611855000.000000,-853329487000.000000,-852614450000.000000,-715037000.000000,-853329487000.000000
12M 2018,1439575135000.000000,-1340607205000.000000,98967930000.000000,-75550590000.000000,-7528341000.000000,-68022249000.000000,-75550590000.000000,23417340000.000000,-22266093000.000000,2414440000.000000,-79075695000.000000,,,54395162000.000000,-22266093000.000000,1151247000.000000,-32417295000.000000,-6691743000.000000,-25725552000.000000,,-32417295000.000000,-31266048000.000000,1014617000.000000,-30251431000.000000,-31266048000.000000,-30908472000.000000,-357576000.000000,-31266048000.000000,-30251431000.000000,-29893889000.000000,-357542000.000000,-30251431000.000000
12M 2019,1724236607000.000000,-1614838836000.000000,109397771000.000000,-97278656000.000000,-16087698000.000000,-81190958000.000000,-97278656000.000000,12119115000.000000,-38404312000.000000,2115253000.000000,-60083459000.000000,,,19563894000.000000,-38404312000.000000,-26285197000.000000,4618473000.000000,,,,4618473000.000000,-21666724000.000000,45415000.000000,-21621309000.000000,-21666724000.000000,-21666708000.000000,-16000.000000,-21666724000.000000,-21621309000.000000,-21621293000.000000,-16000.000000,-21621309000.000000
12M 2020,1568496114000.000000,-1382767307000.000000,185728807000.000000,-42222580000.000000,-590888000.000000,-41631692000.000000,-42222580000.000000,143506227000.000000,-129443919000.000000,1528565000.000000,-37444360000.000000,,,-93528124000.000000,-129443919000.000000,14062308000.000000,21503024000.000000,,,,21503024000.000000,35565332000.000000,-420970000.000000,35144362000.000000,35565332000.000000,35565346000.000000,-14000.000000,35565332000.000000,35144362000.000000,35144376000.000000,-14000.000000,35144362000.000000
12M 2021,2297546339000.000000,-2121282793000.000000,176263546000.000000,-53258030000.000000,-245730000.000000,-53012300000.000000,-53258030000.000000,123005516000.000000,-38559393000.000000,1313084000.000000,-35618418000.000000,,,-4254059000.000000,-38559393000.000000,84446123000.000000,9777675000.000000,,,,9777675000.000000,94223798000.000000,-83541000.000000,94140257000.000000,94223798000.000000,94223797000.000000,1000.000000,94223798000.000000,94140257000.000000,94140256000.000000,1000.000000,94140257000.000000
12M 2022,2784896376000.000000,-2641601941000.000000,143294435000.000000,-83770590000.000000,-943598000.000000,-82826992000.000000,-83770590000.000000,59523845000.000000,-42587936000.000000,1686313000.000000,-49764548000.000000,,,5490299000.000000,-42587936000.000000,16935909000.000000,-13535751000.000000,,,,-13535751000.000000,3400158000.000000,-435458000.000000,2964700000.000000,3400158000.000000,3400157000.000000,1000.000000,3400158000.000000,2964700000.000000,2964699000.000000,1000.000000,2964700000.000000
12M 2023,3261183720000.000000,-2991657967000.000000,269525753000.000000,-60620734000.000000,-1032405000.000000,-59588329000.000000,-60620734000.000000,208905019000.000000,-185395295000.000000,1638996000.000000,-52540626000.000000,,,-134493665000.000000,-185395295000.000000,23509724000.000000,-7872249000.000000,-34593845000.000000,30763704000.000000,-4042108000.000000,-7872249000.000000,15637475000.000000,-916583000.000000,14720892000.000000,15637475000.000000,15637472000.000000,3000.000000,15637475000.000000,14720892000.000000,14720889000.000000,3000.000000,14720892000.000000
12M 2024,3337271882000.000000,-3014527483000.000000,322744399000.000000,-52925723000.000000,-1007713000.000000,-51918010000.000000,-52925723000.000000,269818676000.000000,-119964384000.000000,2022456000.000000,-43839992000.000000,,,-78146848000.000000,-119964384000.000000,149854292000.000000,-31439482000.000000,-50309650000.000000,18870168000.000000,,-31439482000.000000,118414810000.000000,228659000.000000,118643469000.000000,118414810000.000000,118414808000.000000,2000.000000,118414810000.000000,118643469000.000000,118643467000.000000,2000.000000,118643469000.000000
