Period,Aset,Aset Lancar,Kas Dan Setara Kas,Piutang Usaha,Pihak Ketiga,Pihak Berelasi,Total Piutang Usaha,Piutang Lain-Lain,Pihak Ketiga,Pihak Berelasi,Total Piutang Lain-Lain,Investasi Jangka Pendek,Persediaan,Others,Total Aset Lancar,Aset Tidak Lancar,Aset Pajak Tangguhan,Aset Tetap,Aset Eksplorasi Dan Evaluasi,Others,Total Aset Tidak Lancar,Total Aset,Liabilitas Dan Ekuitas,Liabilitas,Liabilitas Jangka Pendek,Utang Bank Jangka Pendek,Utang Usaha,Pihak Ketiga,Pihak Berelasi,Total Utang Usaha,Utang Lain-Lain,Pihak Ketiga,Pihak Berelasi,Total Utang Lain-Lain,Beban Akrual,Utang Pajak,Liabilitas Keuangan Lainnya,Others,Total Liabilitas Jangka Pendek,Liabilitas Jangka Panjang,Utang Lain-Lain,Pihak Ketiga,Pihak Berelasi,Total Utang Lain-Lain,Utang Bank Jangka Panjang,Surat Berharga Jangka Menengah,Utang Lain Jangka Panjang,Utang Dari Pihak Ketiga,Others,Total Liabilitas Jangka Panjang,Total Liabilitas,Ekuitas,Modal Saham,Tambahan Modal Disetor,Saldo Laba,Kepentingan Non Pengendali,Others,Total Ekuitas,Total Liabilitas Dan Ekuitas,Saham Beredar
12M 2016,,,34183017000.000000,401612408000.000000,401612408000.000000,,401612408000.000000,179510167000.000000,20691956000.000000,158818211000.000000,179510167000.000000,,307711678000.000000,301230825000.000000,1224248095000.000000,,45263394000.000000,83984999000.000000,13458693000.000000,420307435000.000000,563014521000.000000,1787262616000.000000,,,1313174173000.000000,710827850000.000000,,372612384000.000000,68086817000.000000,440699201000.000000,,31933000.000000,,31933000.000000,10344139000.000000,291798000.000000,149500000000.000000,1479252000.000000,1313174173000.000000,81033699000.000000,,63791212000.000000,12292088000.000000,76083300000.000000,,,,,4950399000.000000,81033699000.000000,1394207872000.000000,,553756472000.000000,197924076000.000000,-359290465000.000000,664661000.000000,,393054744000.000000,1787262616000.000000,5537564724.000000
12M 2017,,,69879626000.000000,116200937000.000000,116200937000.000000,,116200937000.000000,104817584000.000000,17090875000.000000,87726709000.000000,104817584000.000000,,28123080000.000000,304451036000.000000,623472263000.000000,,44336445000.000000,45763529000.000000,,379766376000.000000,469866350000.000000,1093338613000.000000,,,696712311000.000000,263811568000.000000,,193127361000.000000,45759756000.000000,238887117000.000000,,98501748000.000000,85289835000.000000,183791583000.000000,3321407000.000000,5394216000.000000,,1506420000.000000,696712311000.000000,404827613000.000000,,,,,395000000000.000000,,,,9827613000.000000,404827613000.000000,1101539924000.000000,,863756472000.000000,339997498000.000000,-1211904915000.000000,-50366000.000000,,-8201311000.000000,1093338613000.000000,8637564724.000000
12M 2018,,,81606491000.000000,351255952000.000000,344338166000.000000,6917786000.000000,351255952000.000000,774248789000.000000,29632633000.000000,744616156000.000000,774248789000.000000,,26477869000.000000,297250443000.000000,1530839544000.000000,,18610893000.000000,11497281000.000000,,42682833000.000000,72791007000.000000,1603630551000.000000,,,1195241537000.000000,,,563760798000.000000,6280336000.000000,570041134000.000000,,616528482000.000000,,616528482000.000000,5878750000.000000,1419866000.000000,,1373305000.000000,1195241537000.000000,446492353000.000000,,,,,341514546000.000000,,100000000000.000000,,4977807000.000000,446492353000.000000,1641733890000.000000,,863756472000.000000,338630722000.000000,-1240792428000.000000,-56889000.000000,358784000.000000,-38103339000.000000,1603630551000.000000,8637564724.000000
12M 2019,,,59854306000.000000,302478622000.000000,294834535000.000000,7644087000.000000,302478622000.000000,103047065000.000000,103047065000.000000,,103047065000.000000,,16987076000.000000,301081687000.000000,783448756000.000000,,22088686000.000000,12078648000.000000,,46271942000.000000,80439276000.000000,863888032000.000000,,,580165222000.000000,,,511079636000.000000,1321142000.000000,512400778000.000000,,60485673000.000000,,60485673000.000000,3502343000.000000,2619231000.000000,,1157197000.000000,580165222000.000000,330264024000.000000,,,,,323107311000.000000,,,,7156713000.000000,330264024000.000000,910429246000.000000,,870980263000.000000,344915420000.000000,-1262438706000.000000,20000.000000,1789000.000000,-46541214000.000000,863888032000.000000,8709802631.000000
12M 2020,,,140385615000.000000,177289497000.000000,169601720000.000000,7687777000.000000,177289497000.000000,67847425000.000000,67847425000.000000,,67847425000.000000,,32242468000.000000,43706831000.000000,461471836000.000000,,54125549000.000000,11762221000.000000,,176312811000.000000,242200581000.000000,703672417000.000000,,,518544125000.000000,,,398432592000.000000,,398432592000.000000,60552682000.000000,,,60552682000.000000,8268510000.000000,472440000.000000,50000000000.000000,817901000.000000,518544125000.000000,237673521000.000000,,,,,230567016000.000000,,,,7106505000.000000,237673521000.000000,756217646000.000000,,871159983000.000000,345071777000.000000,-1268778784000.000000,6000.000000,1789000.000000,-52545229000.000000,703672417000.000000,8711599831.000000
12M 2021,,,89384864000.000000,429471757000.000000,429471757000.000000,,429471757000.000000,66490477000.000000,66490477000.000000,,66490477000.000000,,25105986000.000000,120687364000.000000,731140448000.000000,,63926787000.000000,11600505000.000000,,439038102000.000000,514565394000.000000,1245705842000.000000,,,786246008000.000000,,,673000673000.000000,,673000673000.000000,63458050000.000000,,,63458050000.000000,7059154000.000000,1848029000.000000,39300000000.000000,1580102000.000000,786246008000.000000,323046086000.000000,142096077000.000000,,,142096077000.000000,172946239000.000000,,,,8003770000.000000,323046086000.000000,1109292094000.000000,,924471726000.000000,386578754000.000000,-1174638528000.000000,7000.000000,1789000.000000,136413748000.000000,1245705842000.000000,9244720256.000000
12M 2022,,,332232577000.000000,299053901000.000000,299053901000.000000,,299053901000.000000,64792062000.000000,64792062000.000000,,64792062000.000000,,11606598000.000000,96525075000.000000,804210213000.000000,,52449853000.000000,11465798000.000000,,553109128000.000000,617024779000.000000,1421234992000.000000,,,820499397000.000000,,,702347727000.000000,,702347727000.000000,60760336000.000000,,,60760336000.000000,9873252000.000000,1105172000.000000,43600439000.000000,2812471000.000000,820499397000.000000,459041150000.000000,140387835000.000000,,,140387835000.000000,105854453000.000000,200000000000.000000,,,12798862000.000000,459041150000.000000,1279540547000.000000,,925282099000.000000,388084378000.000000,-1171673829000.000000,8000.000000,1789000.000000,141694445000.000000,1421234992000.000000,9252820991.000000
12M 2023,,,382752702000.000000,765347293000.000000,765347293000.000000,,765347293000.000000,29559234000.000000,29559234000.000000,,29559234000.000000,,32218903000.000000,128448548000.000000,1338326680000.000000,,83472081000.000000,11337220000.000000,,411103435000.000000,505912736000.000000,1844239416000.000000,,,1284886814000.000000,,,1166715627000.000000,,1166715627000.000000,47111917000.000000,,,47111917000.000000,17783946000.000000,8773556000.000000,43563576000.000000,938192000.000000,1284886814000.000000,402937265000.000000,139569379000.000000,,,139569379000.000000,52090218000.000000,200000000000.000000,,,11277668000.000000,402937265000.000000,1687824079000.000000,,925282099000.000000,388084378000.000000,-1156994982000.000000,11000.000000,43831000.000000,156415337000.000000,1844239416000.000000,9252820991.000000
12M 2024,,,439265076000.000000,386547021000.000000,386547021000.000000,,386547021000.000000,67448000.000000,67448000.000000,,67448000.000000,,11723649000.000000,313289517000.000000,1150892711000.000000,,102277755000.000000,12361135000.000000,,334473648000.000000,449112538000.000000,1600005249000.000000,,,972607658000.000000,,,860295084000.000000,,860295084000.000000,45246580000.000000,,,45246580000.000000,9717845000.000000,13089849000.000000,40908626000.000000,3349674000.000000,972607658000.000000,352338785000.000000,138660753000.000000,,,138660753000.000000,,200000000000.000000,,,13678032000.000000,352338785000.000000,1324946443000.000000,,925282099000.000000,388084378000.000000,-1038474490000.000000,13000.000000,166806000.000000,275058806000.000000,1600005249000.000000,9252820991.000000
