Period,Aset,Aset Lancar,Kas Dan Setara Kas,Deposito Berjangka,Piutang Usaha,Pihak Ketiga,Pihak Berelasi,Total Piutang Usaha,Piutang Pembiayaan,Pihak Ketiga,Total Piutang Pembiayaan,Piutang Lain-Lain,Pihak Ketiga,Pihak Berelasi,Total Piutang Lain-Lain,Persediaan,Investasi Jangka Pendek,Others,Total Aset Lancar,Aset Tidak Lancar,Piutang Lain-Lain,Aset Tak Berwujud,Aset Tetap,Investasi Pada Entitas Asosiasi,Investasi Pada Entitas Pengendalian Bersama,Investasi Jangka Panjang,Aset Pajak Tangguhan,Goodwill,Others,Total Aset Tidak Lancar,Total Aset,Liabilitas Dan Ekuitas,Liabilitas,Liabilitas Jangka Pendek,Utang Usaha,Pihak Ketiga,Pihak Berelasi,Total Utang Usaha,Utang Lain-Lain,Pihak Ketiga,Pihak Berelasi,Total Utang Lain-Lain,Beban Akrual,Utang Pajak,Others,Total Utang Pajak,Pinjaman Jangka Pendek,Bagian Lancar Atas Liabilitas Jangka Panjang,Utang Bank Jangka Panjang,Utang Lembaga Keuangan Lain,Others,Total Bagian Lancar Atas Liabilitas Jangka Panjang,Others,Total Liabilitas Jangka Pendek,Liabilitas Jangka Panjang,Utang Lain-Lain,Liabilitas Derivatif,Liabilitas Pajak Tangguhan,Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Utang Bank Jangka Panjang,Utang Lembaga Keuangan Lain,Others,Total Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Others,Total Liabilitas Jangka Panjang,Total Liabilitas,Ekuitas,Modal Saham,Tambahan Modal Disetor,Saldo Laba,Kepentingan Non Pengendali,Others,Total Ekuitas,Total Liabilitas Dan Ekuitas,Saham Beredar
12M 2018,,,5805960000000.000000,,501709000000.000000,385535000000.000000,116174000000.000000,501709000000.000000,,,,349649000000.000000,165016000000.000000,184633000000.000000,349649000000.000000,97656000000.000000,,621079000000.000000,7376053000000.000000,,1505000000.000000,2262266000000.000000,452311000000.000000,6977718000000.000000,,1594010000000.000000,18495000000.000000,1835504000000.000000,51764000000.000000,13193573000000.000000,20569626000000.000000,,,2988262000000.000000,,285517000000.000000,214531000000.000000,500048000000.000000,,947944000000.000000,,947944000000.000000,963792000000.000000,192633000000.000000,,192633000000.000000,,,,,,,383845000000.000000,2988262000000.000000,1162066000000.000000,353659000000.000000,436438000000.000000,230976000000.000000,,,,,,140993000000.000000,1162066000000.000000,4150328000000.000000,,516853000000.000000,38928972000000.000000,-20438041000000.000000,-1082396000000.000000,-1506090000000.000000,16419298000000.000000,20569626000000.000000,1359513.000000
12M 2019,,,6104425000000.000000,,875227000000.000000,656667000000.000000,218560000000.000000,875227000000.000000,,,,1495334000000.000000,1495334000000.000000,,1495334000000.000000,71680000000.000000,,756974000000.000000,9303640000000.000000,,,2812090000000.000000,675384000000.000000,4475542000000.000000,342836000000.000000,1621393000000.000000,79502000000.000000,1913833000000.000000,168781000000.000000,12089361000000.000000,21393001000000.000000,,,5100136000000.000000,,455536000000.000000,232879000000.000000,688415000000.000000,,1456243000000.000000,,1456243000000.000000,1089169000000.000000,155446000000.000000,,155446000000.000000,983017000000.000000,,,22675000000.000000,,22675000000.000000,705171000000.000000,5100136000000.000000,1429229000000.000000,391016000000.000000,452807000000.000000,306936000000.000000,,,45361000000.000000,,45361000000.000000,233109000000.000000,1429229000000.000000,6529365000000.000000,,678201000000.000000,60982718000000.000000,-43189608000000.000000,-2153704000000.000000,-1453971000000.000000,14863636000000.000000,21393001000000.000000,1682209.000000
12M 2020,,,15319285000000.000000,,274536000000.000000,274536000000.000000,,274536000000.000000,,,,558694000000.000000,558694000000.000000,,558694000000.000000,42210000000.000000,402463000000.000000,2928466000000.000000,19525654000000.000000,,1349603000000.000000,2655127000000.000000,826857000000.000000,2485156000000.000000,308698000000.000000,2058533000000.000000,35656000000.000000,726561000000.000000,136725000000.000000,10582916000000.000000,30108570000000.000000,,,5763837000000.000000,,639888000000.000000,,639888000000.000000,,1330106000000.000000,,1330106000000.000000,1029883000000.000000,120810000000.000000,,120810000000.000000,696987000000.000000,,,40536000000.000000,116510000000.000000,157046000000.000000,1789117000000.000000,5763837000000.000000,3545354000000.000000,325242000000.000000,1092172000000.000000,67584000000.000000,,,1582608000000.000000,233310000000.000000,1815918000000.000000,244438000000.000000,3545354000000.000000,9309191000000.000000,,692498000000.000000,63280816000000.000000,-57739638000000.000000,683334000000.000000,13882369000000.000000,20799379000000.000000,30108570000000.000000,1714546.000000
12M 2021,,,31150908000000.000000,,506941000000.000000,345608000000.000000,161333000000.000000,506941000000.000000,,,,2430126000000.000000,2384378000000.000000,45748000000.000000,2430126000000.000000,34497000000.000000,404701000000.000000,1536524000000.000000,36063697000000.000000,,313828000000.000000,12590005000000.000000,1470250000000.000000,5391601000000.000000,745799000000.000000,4517751000000.000000,41212000000.000000,93836931000000.000000,165959000000.000000,119073336000000.000000,155137033000000.000000,,,12293693000000.000000,,861221000000.000000,6162000000.000000,867383000000.000000,,4371843000000.000000,306427000000.000000,4678270000000.000000,3540592000000.000000,601491000000.000000,,601491000000.000000,1409607000000.000000,,,42762000000.000000,153299000000.000000,196061000000.000000,1000289000000.000000,12293693000000.000000,3818896000000.000000,,,2628800000000.000000,,,21622000000.000000,754722000000.000000,776344000000.000000,413752000000.000000,3818896000000.000000,16112589000000.000000,,1143749000000.000000,225852229000000.000000,-79129324000000.000000,-1292248000000.000000,-7549962000000.000000,139024444000000.000000,155137033000000.000000,1143748873502.000000
12M 2022,,,29009177000000.000000,,627292000000.000000,588442000000.000000,38850000000.000000,627292000000.000000,,,,1833498000000.000000,1774528000000.000000,58970000000.000000,1833498000000.000000,71243000000.000000,266101000000.000000,2373167000000.000000,34180478000000.000000,,448186000000.000000,10235903000000.000000,1457341000000.000000,3444330000000.000000,707311000000.000000,5761748000000.000000,51886000000.000000,82833059000000.000000,96328000000.000000,105036092000000.000000,139216570000000.000000,,,12162456000000.000000,,1231729000000.000000,584000000.000000,1232313000000.000000,,5629418000000.000000,89144000000.000000,5718562000000.000000,3498691000000.000000,,431217000000.000000,431217000000.000000,,,413259000000.000000,21622000000.000000,180605000000.000000,615486000000.000000,666187000000.000000,12162456000000.000000,4330770000000.000000,,,2268560000000.000000,,1102048000000.000000,,724222000000.000000,1826270000000.000000,235940000000.000000,4330770000000.000000,16493226000000.000000,,1184364000000.000000,243679332000000.000000,-118480548000000.000000,-2197753000000.000000,-1462051000000.000000,122723344000000.000000,139216570000000.000000,1184363929502.000000
12M 2023,,,25143935000000.000000,2225788000000.000000,601244000000.000000,598017000000.000000,3227000000.000000,601244000000.000000,505161000000.000000,505161000000.000000,505161000000.000000,2212289000000.000000,1965265000000.000000,247024000000.000000,2212289000000.000000,71426000000.000000,388611000000.000000,2468837000000.000000,33617291000000.000000,,146208000000.000000,8036379000000.000000,1038618000000.000000,3119605000000.000000,360693000000.000000,3581563000000.000000,12639000000.000000,4065549000000.000000,118711000000.000000,20479965000000.000000,54097256000000.000000,,,12822544000000.000000,,1341240000000.000000,,1341240000000.000000,,5380396000000.000000,117635000000.000000,5498031000000.000000,4027375000000.000000,,284699000000.000000,284699000000.000000,299983000000.000000,,414980000000.000000,25439000000.000000,162302000000.000000,602721000000.000000,768495000000.000000,12822544000000.000000,5554712000000.000000,,,1915704000000.000000,,678538000000.000000,2290488000000.000000,463535000000.000000,3432561000000.000000,206447000000.000000,5554712000000.000000,18377256000000.000000,,1201410000000.000000,249803454000000.000000,-208928904000000.000000,-2210265000000.000000,-4145695000000.000000,35720000000000.000000,54097256000000.000000,1201409662836.000000
12M 2024,,,19177524000000.000000,1747595000000.000000,459969000000.000000,260228000000.000000,199741000000.000000,459969000000.000000,1581770000000.000000,1581770000000.000000,1581770000000.000000,1417956000000.000000,1025454000000.000000,392502000000.000000,1417956000000.000000,27404000000.000000,2840000000.000000,1922634000000.000000,26337692000000.000000,,607599000000.000000,1451268000000.000000,456997000000.000000,10416327000000.000000,411108000000.000000,3047655000000.000000,5421000000.000000,372575000000.000000,101242000000.000000,16870192000000.000000,43207884000000.000000,,,10044890000000.000000,,1054163000000.000000,186722000000.000000,1240885000000.000000,,2310683000000.000000,241097000000.000000,2551780000000.000000,3314874000000.000000,,284086000000.000000,284086000000.000000,1351796000000.000000,,677997000000.000000,121215000000.000000,58411000000.000000,857623000000.000000,443846000000.000000,10044890000000.000000,2759193000000.000000,,,20016000000.000000,,,2468571000000.000000,141048000000.000000,2609619000000.000000,129558000000.000000,2759193000000.000000,12804083000000.000000,,1191145000000.000000,252673764000000.000000,-214119215000000.000000,-2585439000000.000000,-6756454000000.000000,30403801000000.000000,43207884000000.000000,1191144997220.000000
