Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2019,1.77,1.17,0.4,1.7,0.0,0.0,0.37,0.24,0.7
12M 2020,4.36,2.76,0.02,1.22,0.0,0.0,-0.24,0.01,0.22
12M 2021,3.58,2.3,0.01,1.26,0.0,0.0,-0.23,0.01,0.26
12M 2022,3.26,1.78,0.04,1.28,0.0,0.0,-0.15,0.03,0.27
12M 2023,3.56,1.72,0.03,1.24,0.0,0.0,-0.07,0.02,0.23
12M 2024,3.86,1.83,0.03,1.21,0.0,0.0,-0.06,0.02,0.2
