Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2019,433 B,(296 B),137 B,16.68
12M 2020,524 B,(357 B),167 B,17.62
12M 2021,570 B,(375 B),195 B,20.64
12M 2022,(100 B),(296 B),(396 B),-41.81
12M 2023,210 B,(476 B),(266 B),-28.12
12M 2024,516 B,(426 B),91 B,9.58
