Period,Price to Book Value (Annual),Book Value Per Share (Annual),Price to Tang. Book Value (Annual),Tang. Book Value Per Share (Annual),Short-term Debt (Annual),Long-term Debt (Annual),Total Debt (Annual),Net Debt (Annual),Working capital (Annual)
12M 2012,0.00,127.17,0.00,127.17,,,,,
12M 2013,0.00,109.14,0.00,109.14,,,,,
12M 2014,3.76,143.75,3.76,143.75,,,,,
12M 2015,7.72,156.11,7.72,156.11,,,,,
12M 2016,13.30,37.28,13.30,37.28,,,,,
12M 2017,17.52,50.79,17.52,50.79,,,,,
12M 2018,12.07,58.00,12.10,57.86,,,,,
12M 2019,21.71,59.20,21.76,59.06,,,,,
12M 2020,20.00,49.50,20.65,47.95,,,,,
12M 2021,5.19,51.67,5.21,51.47,,,,,
12M 2022,2.50,42.08,2.50,41.93,,,,,
12M 2023,1.16,43.03,1.17,42.91,,,,,
12M 2024,0.25,43.64,0.25,43.58,,,,,
