Period,Price to Book Value (Annual),Book Value Per Share (Annual),Price to Tang. Book Value (Annual),Tang. Book Value Per Share (Annual),Short-term Debt (Annual),Long-term Debt (Annual),Total Debt (Annual),Net Debt (Annual),Working capital (Annual)
12M 2008,0.75,182.99,0.75,182.99,,,,(0 B),20 B
12M 2009,0.61,188.94,0.61,188.94,,,,(0 B),21 B
12M 2010,0.70,193.11,0.70,193.11,,,,(0 B),22 B
12M 2011,1.29,198.27,1.29,198.27,,,,(0 B),22 B
12M 2012,1.18,203.00,1.18,203.00,,,,(0 B),23 B
12M 2013,5.19,219.72,5.19,219.72,,,,(0 B),24 B
12M 2014,1.86,201.64,1.86,201.64,,0 B,0 B,0 B,22 B
12M 2015,2.30,182.23,2.30,182.23,,,,(3 B),19 B
12M 2016,2.38,75.51,2.38,75.51,,,,(12 B),17 B
12M 2017,3.64,68.06,3.64,68.06,,,,(0 B),15 B
12M 2018,2.76,65.16,2.76,65.16,,,,(0 B),15 B
12M 2019,2.90,61.99,2.90,61.99,,,,(0 B),15 B
12M 2020,2.55,58.07,2.55,58.07,,,,(0 B),(1 B)
12M 2021,5.75,69.96,5.75,69.96,,,,(1 B),1 B
12M 2022,2.91,70.82,2.91,70.82,,,,(2 B),1 B
12M 2023,103.99,8.27,103.99,8.27,,,,(0 B),(2 B)
12M 2024,222.08,1.54,222.08,1.54,,,,(0 B),(2 B)
