Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2021,466 B,(166 B),300 B,299664026.20
12M 2022,405 B,(330 B),75 B,74837297.05
12M 2023,576 B,(169 B),407 B,982.91
