Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2021,0.00 B,391057610.90,0.00,0.00,,24.19%,42.80%,95.40%,98.24
12M 2022,0.00 B,404319339.43,0.00,0.00,,19.60%,31.99%,42.80%,56.07
12M 2023,0.41 B,1350.70,0.00,0.00,825.91 B,21.23%,26.62%,39.82%,106.68
