Period,Price to Book Value (Annual),Book Value Per Share (Annual),Price to Tang. Book Value (Annual),Tang. Book Value Per Share (Annual),Short-term Debt (Annual),Long-term Debt (Annual),Total Debt (Annual),Net Debt (Annual),Working capital (Annual)
12M 2020,0.00,28.63,0.00,28.63,220 B,110 B,330 B,295 B,391 B
12M 2021,2.16,46.79,2.16,46.79,302 B,151 B,453 B,426 B,381 B
12M 2022,1.13,44.38,1.13,44.38,196 B,98 B,293 B,287 B,356 B
12M 2023,1.20,41.75,1.20,41.75,128 B,64 B,192 B,187 B,322 B
12M 2024,0.50,34.18,0.50,34.18,142 B,71 B,213 B,207 B,221 B
