Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2020,1.82,0.25,1.91,5.63,0.0,0.0,1.7,0.34,4.63
12M 2021,2.25,0.42,1.28,2.58,0.0,0.0,1.2,0.5,1.57
12M 2022,2.6,0.5,0.87,2.39,0.0,0.0,0.85,0.36,1.39
12M 2023,2.46,0.3,0.61,2.47,0.0,0.0,0.59,0.25,1.46
12M 2024,1.79,0.23,0.82,2.98,0.0,0.0,0.8,0.28,1.97
