Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2021,6 B,(2 B),4 B,0.00
12M 2022,(2 B),(0 B),(2 B),-32123.26
12M 2023,(29 B),(4 B),(33 B),-30.03
12M 2024,(6 B),(0 B),(6 B),-5.39
