Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2020,0.00 B,4525516.53,0.00,0.00,16.06 B,27.16%,67.42%,131.50%,
12M 2021,0.00 B,2242183.36,0.00,0.00,27.34 B,16.89%,32.36%,64.96%,
12M 2022,0.00 B,468574.69,0.00,0.00,27.96 B,26.27%,35.36%,41.02%,
12M 2023,0.00 B,113693.70,0.00,0.00,9.47 B,5.55%,7.90%,9.05%,
12M 2024,0.00 B,127574.57,0.00,0.00,12.06 B,3.63%,4.48%,7.34%,
