Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2020,,,,,,,,,,,,,7.18,,1.52
12M 2021,12.27,28.07,,40.34,29.74,,13.0,,12.76,,1.41,,2.98,,1.91
12M 2022,16.25,42.86,,59.11,22.46,,8.52,,5.39,,0.97,,2.19,,2.91
12M 2023,82.65,62.28,,144.93,4.42,,5.86,,3.12,,0.83,,1.74,,3.46
12M 2024,128.0,52.91,,180.91,2.85,2.6,6.9,4.97,2.97,2.58,0.82,0.66,1.23,1.23,4.87
