Period,Aset,Aset Lancar,Kas Dan Setara Kas,Piutang Usaha,Pihak Ketiga,Total Piutang Usaha,Persediaan,Others,Total Aset Lancar,Aset Tidak Lancar,Tanah Untuk Dikembangkan,Aset Tetap,Properti Investasi,Total Aset Tidak Lancar,Total Aset,Liabilitas Dan Ekuitas,Liabilitas,Liabilitas Jangka Pendek,Utang Pajak,Utang Lain-Lain,Pihak Berelasi,Total Utang Lain-Lain,Beban Akrual,Others,Total Liabilitas Jangka Pendek,Liabilitas Jangka Panjang,Utang Pihak Berelasi,Others,Total Liabilitas Jangka Panjang,Total Liabilitas,Ekuitas,Modal Saham,Tambahan Modal Disetor,Saldo Laba,Kepentingan Non Pengendali,Others,Total Ekuitas,Total Liabilitas Dan Ekuitas,Saham Beredar
12M 2018,,,549081868.000000,341900000.000000,341900000.000000,341900000.000000,51059141314.000000,42500000.000000,51992623182.000000,,,33477561.000000,,33477561.000000,52026100743.000000,,,2509678455.000000,328445455.000000,,,,,2181233000.000000,2509678455.000000,45808908046.000000,45240256682.000000,568651364.000000,45808908046.000000,48318586501.000000,,5000000000.000000,,-1276436941.000000,,-16048817.000000,3707514242.000000,52026100743.000000,5000000.000000
12M 2019,,,3424996590.000000,760723670.000000,760723670.000000,760723670.000000,54811872060.000000,118948772969.000000,177946365289.000000,,139765000000.000000,23686316417.000000,11167834117.000000,174619150534.000000,352565515823.000000,,,3523449083.000000,235317006.000000,,,,899492111.000000,2388639966.000000,3523449083.000000,177584090.000000,,177584090.000000,177584090.000000,3701033173.000000,,165816000000.000000,182950000000.000000,106442753.000000,,-7960103.000000,348864482650.000000,352565515823.000000,4132640000.000000
12M 2020,,,3491997648.000000,4531446929.000000,4531446929.000000,4531446929.000000,51888674362.000000,118925000000.000000,178837118939.000000,,139765000000.000000,22969473586.000000,11018635998.000000,173753109584.000000,352590228523.000000,,,2325539962.000000,696070562.000000,,,,,1629469400.000000,2325539962.000000,283281002.000000,,283281002.000000,283281002.000000,2608820964.000000,,165840253775.000000,183027612080.000000,1129404729.000000,,-15863025.000000,349981407559.000000,352590228523.000000,6633610151.000000
12M 2021,,,3524613243.000000,3921591406.000000,3921591406.000000,3921591406.000000,54084854148.000000,118925000000.000000,180456058797.000000,,140452500000.000000,21953726644.000000,10869437879.000000,173275664523.000000,353731723320.000000,,,2134925753.000000,1107650249.000000,,,,241863191.000000,785412313.000000,2134925753.000000,357379556.000000,,357379556.000000,357379556.000000,2492305309.000000,,165840253775.000000,183027612080.000000,2395992356.000000,,-24440200.000000,351239418011.000000,353731723320.000000,6633610151.000000
12M 2022,,,1115918821.000000,5101604385.000000,5101604385.000000,5101604385.000000,52931090078.000000,120918918416.000000,180067531700.000000,,140576500000.000000,20905252607.000000,10720239759.000000,172201992366.000000,352269524066.000000,,,583138288.000000,355022288.000000,,,,158116000.000000,70000000.000000,583138288.000000,231298927.000000,,231298927.000000,231298927.000000,814437215.000000,,165840253775.000000,183027612080.000000,2563061546.000000,,24159450.000000,351455086851.000000,352269524066.000000,6633610151.000000
12M 2023,,,464609793.000000,3315890675.000000,3315890675.000000,3315890675.000000,52337040567.000000,118977566103.000000,175095107138.000000,,147411152660.000000,19856778567.000000,10571041639.000000,177838972866.000000,352934080004.000000,,,1030587825.000000,950587825.000000,,,,,80000000.000000,1030587825.000000,216699434.000000,,216699434.000000,216699434.000000,1247287259.000000,,165840253775.000000,183027612080.000000,2740832119.000000,,78094771.000000,351686792745.000000,352934080004.000000,6633610151.000000
12M 2024,,,71693926874.000000,2342160425.000000,2342160425.000000,2342160425.000000,48320384962.000000,52776305.000000,122409248566.000000,,226349147865.000000,18867668348.000000,10422843517.000000,255639659730.000000,378048908296.000000,,,1973514232.000000,498481286.000000,,,,96113788.000000,1378919158.000000,1973514232.000000,231919473.000000,,231919473.000000,231919473.000000,2205433705.000000,,165840253775.000000,183027612080.000000,26874800561.000000,,100808175.000000,375843474591.000000,378048908296.000000,6633610151.000000
