Period,Price to Book Value (Annual),Book Value Per Share (Annual),Price to Tang. Book Value (Annual),Tang. Book Value Per Share (Annual),Short-term Debt (Annual),Long-term Debt (Annual),Total Debt (Annual),Net Debt (Annual),Working capital (Annual)
12M 2018,0.00,741.50,0.00,741.50,,,,(1 B),49 B
12M 2019,4.74,84.42,4.74,84.42,,,,(3 B),174 B
12M 2020,0.95,52.76,0.95,52.76,,,,(3 B),177 B
12M 2021,1.70,52.95,1.70,52.95,,,,(4 B),178 B
12M 2022,0.94,52.98,0.94,52.98,,,,(1 B),179 B
12M 2023,0.17,53.02,0.17,53.02,,,,(0 B),174 B
12M 2024,0.14,56.66,0.14,56.66,,,,(72 B),120 B
