Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2018,(2 B),,(2 B),-309.35
12M 2019,6 B,(259 B),(253 B),-61.13
12M 2020,0 B,(0 B),(0 B),-0.01
12M 2021,0 B,,0 B,0.00
12M 2022,(2 B),,(2 B),-0.36
12M 2023,(1 B),,(1 B),-0.10
12M 2024,71 B,,71 B,10.74
