Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2018,(13 B),,(13 B),-9.12
12M 2019,(49 B),,(49 B),-23.58
12M 2020,89 B,,89 B,42.76
12M 2021,(246 B),,(246 B),-118.03
12M 2022,11 B,,11 B,5.43
12M 2023,10 B,,10 B,4.67
12M 2024,3 B,,3 B,1.49
