Period,Aset,Aset Lancar,Kas Dan Setara Kas,Piutang Usaha,Pihak Ketiga,Pihak Berelasi,Total Piutang Usaha,Piutang Lain-Lain,Pihak Ketiga,Total Piutang Lain-Lain,Piutang Retensi,Others,Total Aset Lancar,Aset Tidak Lancar,Aset Tetap,Piutang Usaha,Pihak Ketiga,Pihak Berelasi,Total Piutang Usaha,Piutang Retensi,Pihak Ketiga,Pihak Berelasi,Total Piutang Retensi,Piutang Lain-Lain,Pihak Berelasi,Pihak Ketiga,Total Piutang Lain-Lain,Others,Total Aset Tidak Lancar,Total Aset,Liabilitas Dan Ekuitas,Liabilitas,Liabilitas Jangka Pendek,Utang Usaha,Pihak Ketiga,Pihak Berelasi,Total Utang Usaha,Utang Lain-Lain,Utang Pajak,Beban Akrual,Bagian Lancar Atas Liabilitas Jangka Panjang,Utang Bank,Utang Sewa Pembiayaan,Total Bagian Lancar Atas Liabilitas Jangka Panjang,Others,Total Liabilitas Jangka Pendek,Liabilitas Jangka Panjang,Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Utang Sewa Pembiayaan,Total Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Utang Bank,Others,Total Liabilitas Jangka Panjang,Total Liabilitas,Ekuitas,Modal Saham,Tambahan Modal Disetor,Saldo Laba,Others,Total Ekuitas,Total Liabilitas Dan Ekuitas,Saham Beredar
12M 2018,,,870501792.000000,61683519439.000000,61683519439.000000,,61683519439.000000,176038230.000000,,176038230.000000,,109077576037.000000,171807635498.000000,,11395801877.000000,63234701243.000000,63234701243.000000,,63234701243.000000,,,,,9993762510.000000,9293762510.000000,700000000.000000,9993762510.000000,2159369793.000000,86783635423.000000,258591270921.000000,,,66905744998.000000,,45386783634.000000,,45386783634.000000,20177026859.000000,849523008.000000,361022361.000000,,,131389136.000000,131389136.000000,,66905744998.000000,45841771803.000000,,223407327.000000,223407327.000000,,45618364476.000000,45841771803.000000,112747516801.000000,,145780500000.000000,-8569707268.000000,7395051238.000000,1237910150.000000,145843754120.000000,258591270921.000000,1457805000.000000
12M 2019,,,205124075495.000000,41405472768.000000,,,41405472768.000000,892164372.000000,892164372.000000,892164372.000000,,152770540193.000000,400192252828.000000,,10741608466.000000,67113540397.000000,67113540397.000000,,67113540397.000000,,,,,1450782433.000000,,1450782433.000000,1450782433.000000,,79305931296.000000,479498184124.000000,,,67522565784.000000,,964565741.000000,,964565741.000000,,44805344.000000,496053149.000000,,65871953781.000000,145187769.000000,66017141550.000000,,67522565784.000000,43602317280.000000,,78219558.000000,78219558.000000,,43524097722.000000,43602317280.000000,111124883064.000000,,208477177900.000000,127650480465.000000,31107335303.000000,1138307392.000000,368373301060.000000,479498184124.000000,2084771779.000000
12M 2020,,,296514330526.000000,90908309005.000000,,,90908309005.000000,1888311851.000000,1888311851.000000,1888311851.000000,,109759322724.000000,499070274106.000000,,10883641373.000000,18994594084.000000,18994594084.000000,,18994594084.000000,,,,,1221490723.000000,,1221490723.000000,1221490723.000000,,31099726180.000000,530170000286.000000,,,146911528150.000000,,3050220418.000000,,3050220418.000000,,142318911.000000,71834774427.000000,,68965573106.000000,78219558.000000,69043792664.000000,2840421730.000000,146911528150.000000,43943108269.000000,,,,,43943108269.000000,43943108269.000000,190854636419.000000,,208485082900.000000,127674195465.000000,1945320615.000000,1210764887.000000,339315363867.000000,530170000286.000000,2084850829.000000
12M 2021,,,7141898354.000000,35392888916.000000,,,35392888916.000000,48007129816.000000,48007129816.000000,48007129816.000000,,19442099926.000000,109984017012.000000,,12231272027.000000,121350000.000000,,,121350000.000000,10813561350.000000,,,10813561350.000000,48180459029.000000,,48180459029.000000,48180459029.000000,,71346642406.000000,181330659418.000000,,,73096414459.000000,,1745542424.000000,,1745542424.000000,,46067826.000000,400620806.000000,,68965573106.000000,,68965573106.000000,1938610297.000000,73096414459.000000,489688746.000000,,,,,489688746.000000,489688746.000000,73586103205.000000,,208485082900.000000,127674195465.000000,-229660328222.000000,1245606070.000000,107744556213.000000,181330659418.000000,2084850829.000000
12M 2022,,,7297686669.000000,6813890982.000000,,,6813890982.000000,39340169611.000000,,39340169611.000000,,7083564163.000000,60535311425.000000,,12912581622.000000,,,,,,,,,51735636925.000000,,,51735636925.000000,,64648218547.000000,125183529972.000000,,,60189869405.000000,,443639924.000000,,443639924.000000,47004618.000000,39495900.000000,373178080.000000,,58965573106.000000,,58965573106.000000,320977777.000000,60189869405.000000,444030966.000000,,,,,444030966.000000,444030966.000000,60633900371.000000,,208485082900.000000,127674195465.000000,-272874420785.000000,1264772021.000000,64549629601.000000,125183529972.000000,2084850829.000000
12M 2023,,,3489566183.000000,700689624.000000,700689624.000000,,700689624.000000,31042107976.000000,,31042107976.000000,,7865823044.000000,43098186827.000000,,12915287582.000000,,,,,,,,,40881471861.000000,,,40881471861.000000,,53796759443.000000,96894946270.000000,,,47512896101.000000,,502547423.000000,,502547423.000000,,36540890.000000,633893011.000000,,45965573106.000000,108063894.000000,46073637000.000000,266277777.000000,47512896101.000000,694444126.000000,,177114467.000000,177114467.000000,,517329659.000000,694444126.000000,48207340227.000000,,208485082900.000000,127674195465.000000,-288766054530.000000,1294382207.000000,48687606042.000000,96894946269.000000,2084850829.000000
12M 2024,,,1385265865.000000,970000000.000000,970000000.000000,,970000000.000000,21785839162.000000,,21785839162.000000,,5131045144.000000,29272150171.000000,,12373035634.000000,,,,,,,,,43488834098.000000,,,43488834098.000000,,55861869732.000000,85134019903.000000,,,25921411385.000000,,30440775.000000,,30440775.000000,4010572.000000,19890053.000000,117357480.000000,,25643715404.000000,105997101.000000,25749712505.000000,,25921411385.000000,15495223919.000000,,71117366.000000,71117366.000000,15321857702.000000,102248851.000000,15495223919.000000,41416635304.000000,,208485082900.000000,127674195465.000000,-293741658455.000000,1299764689.000000,43717384599.000000,85134019903.000000,2084850829.000000
