Period,Price to Book Value (Annual),Book Value Per Share (Annual),Price to Tang. Book Value (Annual),Tang. Book Value Per Share (Annual),Short-term Debt (Annual),Long-term Debt (Annual),Total Debt (Annual),Net Debt (Annual),Working capital (Annual)
12M 2008,23.38,14.50,23.38,14.50,9 B,382 B,,387 B,127 B
12M 2009,7.78,17.74,7.78,17.74,30 B,523 B,552 B,539 B,118 B
12M 2010,4.30,23.05,4.30,23.05,189 B,492 B,681 B,677 B,172 B
12M 2011,0.67,118.53,0.67,118.53,784 B,,784 B,714 B,(313 B)
12M 2012,1.37,127.41,1.37,127.41,,,,(155 B),528 B
12M 2013,1.18,131.86,1.18,131.86,,,,(290 B),600 B
12M 2014,1.08,136.22,1.08,136.22,,,,(221 B),652 B
12M 2015,0.77,117.13,0.77,117.05,,,,(55 B),477 B
12M 2016,0.81,98.69,0.81,98.62,,,,(34 B),354 B
12M 2017,1.08,92.78,1.08,92.77,,,,(9 B),358 B
12M 2018,1.13,88.27,1.13,88.25,20 B,,20 B,12 B,368 B
12M 2019,1.12,56.90,1.12,56.90,40 B,,40 B,9 B,144 B
12M 2020,0.94,53.16,0.94,53.16,,,,(15 B),86 B
12M 2021,0.95,52.73,0.95,52.72,,,,(11 B),156 B
12M 2022,0.94,53.16,0.94,53.16,,,,(9 B),158 B
12M 2023,0.30,50.78,0.30,50.78,,,,(30 B),137 B
12M 2024,0.45,49.14,0.45,49.14,38 B,,,0 B,124 B
