Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2021,(3 B),(1 B),(3 B),-1.07
12M 2022,(2 B),(2 B),(4 B),-1.21
12M 2023,(131 B),(6 B),(136 B),-34.09
12M 2024,(21 B),(7 B),(28 B),-7.01
