Period,Aset,Aset Lancar,Kas Dan Setara Kas,Piutang Usaha,Pihak Ketiga,Pihak Berelasi,Total Piutang Usaha,Piutang Lain-Lain,Pihak Ketiga,Pihak Berelasi,Total Piutang Lain-Lain,Persediaan,Others,Total Aset Lancar,Aset Tidak Lancar,Piutang Pihak Berelasi,Aset Pajak Tangguhan,Aset Tetap,Aset Tak Berwujud,Others,Total Aset Tidak Lancar,Total Aset,Liabilitas Dan Ekuitas,Liabilitas,Liabilitas Jangka Pendek,Utang Bank Jangka Pendek,Utang Usaha,Pihak Ketiga,Pihak Berelasi,Total Utang Usaha,Utang Lain-Lain,Pihak Ketiga,Pihak Berelasi,Total Utang Lain-Lain,Utang Pajak,Beban Akrual,Bagian Lancar Atas Liabilitas Jangka Panjang,Utang Pembelian Aset Tetap,Others,Total Bagian Lancar Atas Liabilitas Jangka Panjang,Total Liabilitas Jangka Pendek,Liabilitas Jangka Panjang,Utang Dari Pihak Berelasi,Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Utang Pembelian Aset Tetap,Others,Total Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Others,Total Liabilitas Jangka Panjang,Total Liabilitas,Ekuitas,Modal Saham,Tambahan Modal Disetor,Saldo Laba,Telah Ditentukan Penggunaannya,Belum Ditentukan Penggunaannya,Total Saldo Laba,Kepentingan Non Pengendali,Others,Total Ekuitas,Total Liabilitas Dan Ekuitas,Saham Beredar
12M 2021,,,676547908.000000,34849082032.000000,,,34849082032.000000,303122300.000000,303122300.000000,,303122300.000000,4942225489.000000,1536737211.000000,42307714940.000000,,1283124019.000000,508977295.000000,1556325113.000000,147425836.000000,2967763550.000000,6463615813.000000,48771330753.000000,,,11291216278.000000,,2104413548.000000,,,2104413548.000000,,2000005836.000000,,2000005836.000000,5953992932.000000,88002590.000000,,43253235.000000,1101548137.000000,1144801372.000000,11291216278.000000,2487725519.000000,260666274.000000,,87520909.000000,1685412503.000000,1772933412.000000,454125833.000000,2487725519.000000,13778941797.000000,,32000000000.000000,,2992388956.000000,,2992388956.000000,2992388956.000000,,,34992388956.000000,48771330753.000000,3200000000.000000
12M 2022,,,1683959418.000000,54008151193.000000,,,54008151193.000000,510530941.000000,510530941.000000,,510530941.000000,3319493872.000000,3272286554.000000,62794421978.000000,,2444979334.000000,954275966.000000,2786244229.000000,81045426.000000,2045863008.000000,8312407963.000000,71106829941.000000,,,20587825930.000000,7643880979.000000,2469588135.000000,,,2469588135.000000,,2000000000.000000,,2000000000.000000,7104928271.000000,121002590.000000,,49968887.000000,1198457068.000000,1248425955.000000,20587825930.000000,1351387517.000000,,,37552022.000000,621905308.000000,659457330.000000,691930187.000000,1351387517.000000,21939213447.000000,,32000000000.000000,,17167616494.000000,,17167616494.000000,17167616494.000000,,,49167616494.000000,71106829941.000000,3200000000.000000
12M 2023,,,30793052677.000000,68039803174.000000,,,68039803174.000000,2825628741.000000,162365798.000000,2663262943.000000,2825628741.000000,6532280416.000000,127701965799.000000,235892730807.000000,,2444979334.000000,962112209.000000,3989735922.000000,75273077.000000,4764124681.000000,12236225223.000000,248128956030.000000,,,13740971005.000000,9000000000.000000,683670839.000000,,,683670839.000000,,,,,3052391718.000000,121002590.000000,,36575482.000000,847330376.000000,883905858.000000,13740971005.000000,1249199041.000000,,,,,,1249199041.000000,1249199041.000000,14990170046.000000,,40000000000.000000,164529935633.000000,28608850351.000000,5000000.000000,28603850351.000000,28608850351.000000,,,233138785984.000000,248128956030.000000,4000000000.000000
12M 2024,,,3140826124.000000,110047759425.000000,,,110047759425.000000,182938964.000000,182938964.000000,,182938964.000000,17152932203.000000,101160236275.000000,231684692991.000000,,1724988122.000000,1529127042.000000,4168245140.000000,222875947.000000,13956076035.000000,21601312286.000000,253286005277.000000,,,13826439925.000000,8976444605.000000,2074401091.000000,,,2074401091.000000,162050974.000000,,,162050974.000000,1608702473.000000,99750000.000000,,,905090782.000000,905090782.000000,13826439925.000000,6360085735.000000,,,,3715275507.000000,3715275507.000000,2644810228.000000,6360085735.000000,20186525660.000000,,40000000000.000000,164529935633.000000,28569543984.000000,10000000.000000,28559543984.000000,28569543984.000000,,,233099479617.000000,253286005277.000000,4000000000.000000
