Period,Total Pendapatan,Total Beban Pokok Penjualan,Laba Kotor,Total Beban Usaha,Beban Penjualan,Beban Umum Dan Administrasi,Total Beban Usaha,Laba Usaha,Penghasilan/Beban Lain-Lain,Pendapatan Keuangan,Beban Keuangan,Others,Total Penghasilan/Beban Lain-Lain,Laba Sebelum Pajak,Beban Pajak Penghasilan,Pajak Kini,Pajak Tangguhan,Final,Total Beban Pajak Penghasilan,Laba Bersih Tahun Berjalan,Pendapatan Komprehensif Lain,Others,Total Pendapatan Komprehensif Lain,Jumlah Laba Komprehensif,Laba Bersih Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Bersih Yang Dapat Diatribusikan Kepada,Laba Komprehensif Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Komprehensif Yang Dapat Diatribusikan Kepada
12M 2021,34305523914.000000,-13381664525.000000,20923859389.000000,-7909046181.000000,-910016924.000000,-6999029257.000000,-7909046181.000000,13014813208.000000,-193870206.000000,608051.000000,-37960319.000000,-156517938.000000,-193870206.000000,12820943002.000000,-3170411860.000000,-3170411860.000000,,,-3170411860.000000,10005795483.000000,-2141185.000000,-2141185.000000,-2141185.000000,10004125359.000000,,,,,,,,
12M 2022,50165846629.000000,-20062448949.000000,30103397680.000000,-11595988252.000000,-1209358720.000000,-10386629532.000000,-11595988252.000000,18507409428.000000,-236749458.000000,1113421.000000,-217930761.000000,-19932118.000000,-236749458.000000,18270659970.000000,-4690588760.000000,-4690588760.000000,,,-4690588760.000000,14058338566.000000,-32968685.000000,-32968685.000000,-32968685.000000,14175227538.000000,,,,,,,,
12M 2023,59758339170.000000,-24086388752.000000,35671950418.000000,-15362162910.000000,-1119215379.000000,-14242947531.000000,-15362162910.000000,20309787508.000000,928592365.000000,1158349309.000000,-449302383.000000,219545439.000000,928592365.000000,21238379873.000000,-4923726389.000000,-4944657520.000000,20931131.000000,,-4923726389.000000,16314653484.000000,46427330.000000,46427330.000000,46427330.000000,16361080814.000000,16314653484.000000,16314653484.000000,,16314653484.000000,16361080814.000000,16361080814.000000,,16361080814.000000
12M 2024,45358699693.000000,-24101680094.000000,21257019599.000000,-16674576842.000000,-495026310.000000,-16179550532.000000,-16674576842.000000,4582442757.000000,-2257965485.000000,607352856.000000,-1338950000.000000,-1526368341.000000,-2257965485.000000,2324477272.000000,-542947230.000000,-1058954600.000000,516007370.000000,,-542947230.000000,1781530042.000000,-180844642.000000,-180844642.000000,-180844642.000000,1600685400.000000,1781530042.000000,1781530042.000000,,1781530042.000000,1600685400.000000,1600685400.000000,,1600685400.000000
