Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2021,3.75,3.31,0.01,1.39,0.0,0.0,-0.01,0.01,0.39
12M 2022,3.05,2.89,0.16,1.45,0.0,0.0,0.12,0.11,0.45
12M 2023,17.17,16.69,0.04,1.06,0.0,0.0,-0.09,0.04,0.06
12M 2024,16.76,15.52,0.04,1.09,0.0,0.0,0.03,0.04,0.09
