Period,Aset,Aset Lancar,Kas Dan Setara Kas,Deposito Berjangka,Piutang Usaha,Pihak Berelasi,Pihak Ketiga,Total Piutang Usaha,Piutang Lain-Lain,Pihak Berelasi,Pihak Ketiga,Total Piutang Lain-Lain,Persediaan,Investasi Jangka Pendek,Others,Total Aset Lancar,Aset Tidak Lancar,Investasi Jangka Panjang,Aset Pajak Tangguhan,Aset Tetap,Properti Investasi,Others,Total Aset Tidak Lancar,Total Aset,Liabilitas Dan Ekuitas,Liabilitas,Liabilitas Jangka Pendek,Utang Bank Jangka Pendek,Utang Usaha,Utang Pajak,Beban Akrual,Bagian Lancar Atas Liabilitas Jangka Panjang,Utang Bank,Utang Dari Pihak Berelasi,Utang Lain-Lain,Others,Total Bagian Lancar Atas Liabilitas Jangka Panjang,Others,Total Liabilitas Jangka Pendek,Liabilitas Jangka Panjang,Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Utang Bank,Utang Lain-Lain,Utang Dari Pihak Berelasi,Others,Total Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Liabilitas Pajak Tangguhan,Pinjaman Jangka Panjang Lainnya,Others,Total Liabilitas Jangka Panjang,Total Liabilitas,Ekuitas,Modal Saham,Tambahan Modal Disetor,Saldo Laba,Kepentingan Non Pengendali,Others,Total Ekuitas,Total Liabilitas Dan Ekuitas,Saham Beredar
12M 2017,,,272217701.000000,,21222817842.000000,19620383432.000000,1602434410.000000,21222817842.000000,578293987.000000,25391601.000000,552902386.000000,578293987.000000,33961923843.000000,,3286256974.000000,59321510347.000000,,3000000000.000000,6121942689.000000,178061794621.000000,,3962256429.000000,191145993739.000000,250467504086.000000,,,97955785599.000000,12790145406.000000,36791446668.000000,2915461706.000000,1136781657.000000,,2400000000.000000,11652919308.000000,,,14052919308.000000,30269030854.000000,97955785599.000000,44867096543.000000,,9600000000.000000,,14070878262.000000,,23670878262.000000,,,21196218281.000000,44867096543.000000,142822882142.000000,,54710000000.000000,21460499142.000000,-57480120287.000000,,88954243089.000000,107644621944.000000,250467504086.000000,54710.000000
12M 2018,,,591424300.000000,,50464871444.000000,48944141314.000000,1520730130.000000,50464871444.000000,515475564.000000,25391601.000000,490083963.000000,515475564.000000,49861532605.000000,10000000000.000000,17919063208.000000,129352367121.000000,,,7902231755.000000,187303320797.000000,,4333250243.000000,199538802795.000000,328891169916.000000,,,82281904302.000000,4910068448.000000,57759245288.000000,4384479732.000000,493920772.000000,,,14234190062.000000,,,14234190062.000000,500000000.000000,82281904302.000000,25726663236.000000,,,,,,,,,25726663236.000000,25726663236.000000,108008567538.000000,,120330000000.000000,40859869695.000000,-36682497335.000000,,96375230018.000000,220882602378.000000,328891169916.000000,1203300000.000000
12M 2019,,,2661008926.000000,,36301555596.000000,34935757138.000000,1365798458.000000,36301555596.000000,300630300.000000,,300630300.000000,300630300.000000,48020494796.000000,1104154015.000000,22601565490.000000,110989409123.000000,,,9591973316.000000,209164147493.000000,,174943867.000000,218931064676.000000,329920473799.000000,,,79313938559.000000,10109299480.000000,52411174832.000000,2007056339.000000,463142497.000000,,,,3823265411.000000,,3823265411.000000,10500000000.000000,79313938559.000000,28757681308.000000,,,,,,,,250093308.000000,28507588000.000000,28757681308.000000,108071619867.000000,,120330000600.000000,40859870223.000000,-26586429839.000000,,87245412948.000000,221848853932.000000,329920473799.000000,1203300006.000000
12M 2020,,,5734175220.000000,,39541122164.000000,38678510225.000000,862611939.000000,39541122164.000000,557153860.000000,,557153860.000000,557153860.000000,36701935989.000000,252409769.000000,11171371940.000000,93958168942.000000,,,7269363243.000000,250814612822.000000,,2858423477.000000,260942399542.000000,354900568484.000000,,,52335492814.000000,163805774.000000,49427956149.000000,1327697195.000000,654744261.000000,,,,761289435.000000,,761289435.000000,,52335492814.000000,77037770377.000000,,46818448565.000000,,,10500000000.000000,57318448565.000000,,,19719321812.000000,77037770377.000000,129373263191.000000,,120330021900.000000,40859888967.000000,-18411684866.000000,,82749079292.000000,225527305293.000000,354900568484.000000,1203300219.000000
12M 2021,,,2516876513.000000,,45392239059.000000,44988014731.000000,404224328.000000,45392239059.000000,246638150.000000,,246638150.000000,246638150.000000,50347467392.000000,,5102341183.000000,103605562297.000000,,2066068654.000000,7924907274.000000,325310384873.000000,,2317018799.000000,337618379600.000000,441223941897.000000,,,83636830884.000000,10045785253.000000,38491675577.000000,6117777626.000000,6537612707.000000,,7127070544.000000,,15316909177.000000,,22443979721.000000,,83636830884.000000,114825571779.000000,,44380322021.000000,34854730051.000000,,13000000000.000000,92235052072.000000,,,22590519707.000000,114825571779.000000,198462402663.000000,,120330021900.000000,40859888967.000000,2475757330.000000,,79095871037.000000,242761539234.000000,441223941897.000000,1203300219.000000
12M 2022,,,1918162398.000000,13416000000.000000,23583304069.000000,1031760644.000000,22551543425.000000,23583304069.000000,290173655.000000,,290173655.000000,290173655.000000,84411431903.000000,,3516785259.000000,127135857284.000000,,1867650547.000000,6818696450.000000,309378361994.000000,,2769506504.000000,320834215495.000000,447970072779.000000,,,168476334141.000000,104608562857.000000,26836503640.000000,1718863811.000000,19012740467.000000,,,,15623125542.000000,676537824.000000,16299663366.000000,,168476334141.000000,26971776385.000000,,,20789970955.000000,,500000000.000000,21289970955.000000,,,5681805430.000000,26971776385.000000,195448110526.000000,,120330021900.000000,40859888967.000000,22513565167.000000,1429309.000000,68817056910.000000,252521962253.000000,447970072779.000000,1203300219.000000
12M 2023,,,920556919.000000,,52787094669.000000,,52787094669.000000,52787094669.000000,567551419.000000,,567551419.000000,567551419.000000,82635432319.000000,,5946874804.000000,142857510130.000000,,1945169600.000000,7452591674.000000,306856968480.000000,2751818800.000000,4158739952.000000,323165288506.000000,466022798636.000000,,,194311162777.000000,104880234580.000000,19834121420.000000,887288454.000000,22708170830.000000,,9551889525.000000,,34617899103.000000,498225530.000000,44668014158.000000,1333333335.000000,194311162777.000000,71036681267.000000,,61615383787.000000,3033220961.000000,,496044799.000000,65144649547.000000,,,5892031720.000000,71036681267.000000,265347844044.000000,,120330021900.000000,40859888967.000000,-1166563428.000000,-1814225.000000,40653421378.000000,200674954592.000000,466022798636.000000,1203300219.000000
12M 2024,,,369904151.000000,,80443445495.000000,,80443445495.000000,80443445495.000000,262271306.000000,,262271306.000000,262271306.000000,87391873939.000000,,2455291731.000000,170922786622.000000,,1848994590.000000,6008836975.000000,303309590816.000000,,6203334872.000000,317370757253.000000,488293543875.000000,,,296770707195.000000,132432872070.000000,41020085238.000000,1214337388.000000,10901860871.000000,,73533356571.000000,,36426088661.000000,672614754.000000,110632059986.000000,569491642.000000,296770707195.000000,6848245194.000000,,,,,,,,,6848245194.000000,6848245194.000000,303618952389.000000,,120330021900.000000,40859888967.000000,-4246475861.000000,-9950958.000000,27741107438.000000,184674591486.000000,488293543875.000000,1203300219.000000
