Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2018,12 B,,12 B,11759421.77
12M 2019,2 B,,2 B,2045891.56
12M 2020,13 B,,13 B,55.86
12M 2021,(12 B),,(12 B),-30.81
12M 2022,(1 B),,(1 B),-2.66
12M 2023,2 B,,2 B,5.19
12M 2024,2 B,,2 B,4.58
