Period,Price to Book Value (Annual),Book Value Per Share (Annual),Price to Tang. Book Value (Annual),Tang. Book Value Per Share (Annual),Short-term Debt (Annual),Long-term Debt (Annual),Total Debt (Annual),Net Debt (Annual),Working capital (Annual)
12M 2018,0.00,8411526.78,0.00,8411526.78,6 B,23 B,29 B,23 B,4 B
12M 2019,0.00,10703254.18,0.00,10703254.18,6 B,15 B,21 B,21 B,2 B
12M 2020,0.00,51.36,0.00,51.36,6 B,0 B,7 B,7 B,(7 B)
12M 2021,0.56,73.63,0.56,73.63,1 B,,1 B,1 B,12 B
12M 2022,1.01,75.07,1.01,75.07,,2 B,2 B,2 B,19 B
12M 2023,0.99,76.72,0.99,76.72,,,,(0 B),22 B
12M 2024,0.62,77.56,0.62,77.56,,,,(2 B),26 B
