Period,Aset,Aset Lancar,Kas Dan Setara Kas,Piutang Usaha,Piutang Lain-Lain,Pihak Ketiga,Pihak Berelasi,Total Piutang Lain-Lain,Persediaan,Others,Total Aset Lancar,Aset Tidak Lancar,Aset Tetap,Aset Tak Berwujud,Aset Pajak Tangguhan,Adjustment,Others,Total Aset Tidak Lancar,Total Aset,Liabilitas Dan Ekuitas,Liabilitas,Liabilitas Jangka Pendek,Utang Usaha,Pihak Ketiga,Pihak Berelasi,Total Utang Usaha,Utang Lain-Lain,Pihak Ketiga,Pihak Berelasi,Total Utang Lain-Lain,Beban Akrual,Utang Pajak,Bagian Lancar Atas Liabilitas Jangka Panjang,Utang Lain Jangka Panjang,Utang Pembiayaan,Others,Total Bagian Lancar Atas Liabilitas Jangka Panjang,Total Liabilitas Jangka Pendek,Liabilitas Jangka Panjang,Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Utang Pembiayaan,Others,Total Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Utang Pihak Berelasi,Others,Total Liabilitas Jangka Panjang,Total Liabilitas,Ekuitas,Modal Saham,Tambahan Modal Disetor,Saldo Laba,Kepentingan Non Pengendali,Others,Total Ekuitas,Total Liabilitas Dan Ekuitas,Saham Beredar
12M 2017,,,2079053001.000000,8130836583.000000,9792358.000000,,,9792358.000000,164988725.000000,8204918158.000000,18589588825.000000,,1834363808.000000,132187500.000000,966249384.000000,,48791227.000000,2981591919.000000,21571180744.000000,,,8249640257.000000,4181427725.000000,,,4181427725.000000,,1000000000.000000,2400000000.000000,3400000000.000000,81400653.000000,497647019.000000,,,89164860.000000,,89164860.000000,8249640257.000000,3432582871.000000,,106411902.000000,,106411902.000000,,3326170969.000000,3432582871.000000,11682223128.000000,,22164000000.000000,40570804.000000,-12315613188.000000,,,9888957616.000000,21571180744.000000,221640000.000000
12M 2018,,,7024446536.000000,9723314660.000000,,,,,108201159.000000,26672319444.000000,43528281799.000000,,2061593452.000000,98437500.000000,1167312377.000000,,22500000.000000,3349843329.000000,46878125128.000000,,,3816016104.000000,2441877699.000000,,,2441877699.000000,,153777693.000000,,153777693.000000,305754980.000000,753910359.000000,,,160695373.000000,,160695373.000000,3816016104.000000,3107378995.000000,,148723371.000000,,148723371.000000,,2958655624.000000,3107378995.000000,6923395099.000000,,42164000000.000000,6905515304.000000,-9114785275.000000,,,39954730029.000000,46878125128.000000,421640000.000000
12M 2019,,,6446147948.000000,12798330552.000000,5000000.000000,,,5000000.000000,112055100.000000,28286628169.000000,47648161769.000000,,1411402468.000000,188346875.000000,1322069121.000000,,420892160.000000,3342710624.000000,50990872393.000000,,,4064900863.000000,2812772505.000000,,,2812772505.000000,,23414271.000000,,23414271.000000,689336550.000000,418458586.000000,,,120918951.000000,,120918951.000000,4064900863.000000,4721157573.000000,,27804420.000000,,27804420.000000,1154089400.000000,3539263753.000000,4721157573.000000,8786058436.000000,,42164000000.000000,6940515304.000000,-6899170087.000000,-531260.000000,,42204813957.000000,50990872393.000000,421640000.000000
12M 2020,,,6991749935.000000,9577992313.000000,555948150.000000,,,555948150.000000,173673629.000000,1103847908.000000,18403211935.000000,,27885365687.000000,198247802.000000,1168346195.000000,,420892160.000000,29672851844.000000,48076063779.000000,,,4521806377.000000,2640361968.000000,,,2640361968.000000,,121345000.000000,,121345000.000000,750585038.000000,458094977.000000,,,,551419394.000000,551419394.000000,4521806377.000000,3614287377.000000,,,676743586.000000,676743586.000000,,2937543791.000000,3614287377.000000,8136093754.000000,,42164000000.000000,6940515304.000000,-9159496551.000000,-3884970.000000,-1163758.000000,39939970025.000000,48076063779.000000,421640000.000000
12M 2021,,,5460402146.000000,14846252732.000000,,,,,95568253.000000,1391801816.000000,21794024947.000000,,29063819522.000000,245946522.000000,917797911.000000,,420892160.000000,30648456115.000000,52442481062.000000,,,7129662654.000000,,4083475815.000000,309083366.000000,4392559181.000000,,121345000.000000,,121345000.000000,1227012143.000000,320108998.000000,,,441465370.000000,627171962.000000,1068637332.000000,7129662654.000000,4170366637.000000,,756625975.000000,49571625.000000,806197600.000000,156013596.000000,3208155441.000000,4170366637.000000,11300029291.000000,,42164000000.000000,6940515304.000000,-7957957183.000000,-2942592.000000,-1163758.000000,41142451771.000000,52442481062.000000,421640000.000000
12M 2022,,,1874807971.000000,20746416023.000000,676939038.000000,661497276.000000,15441762.000000,676939038.000000,109039695.000000,971702933.000000,24378905660.000000,,27713735641.000000,627045917.000000,811605923.000000,,420892160.000000,29573279641.000000,53952185301.000000,,,8972306915.000000,,5040148347.000000,,5040148347.000000,,667903059.000000,,667903059.000000,1924386392.000000,546300783.000000,,,694617707.000000,98950627.000000,793568334.000000,8972306915.000000,1691591963.000000,,,,,,1691591963.000000,1691591963.000000,10663898878.000000,,42164000000.000000,6940515304.000000,-5812529878.000000,-2535245.000000,-1163758.000000,43288286423.000000,53952185301.000000,421640000.000000
12M 2023,,,3182045529.000000,18954172588.000000,132372035.000000,132372035.000000,,132372035.000000,133766093.000000,723140696.000000,23125496941.000000,,26998677713.000000,471659989.000000,735512145.000000,,1752587737.000000,29958437584.000000,53083934525.000000,,,8353426429.000000,,5987209934.000000,,5987209934.000000,,25396700.000000,300000000.000000,325396700.000000,194793063.000000,244429403.000000,,,257840493.000000,1343756836.000000,1601597329.000000,8353426429.000000,1181183900.000000,,,,,,1181183900.000000,1181183900.000000,9534610329.000000,,42164000000.000000,6940515304.000000,-5551164543.000000,-2862807.000000,-1163758.000000,43549324196.000000,53083934525.000000,421640000.000000
12M 2024,,,2676677337.000000,20648512370.000000,98772001.000000,98772001.000000,,98772001.000000,311999814.000000,683954601.000000,24419916123.000000,,26829009936.000000,398008166.000000,743097458.000000,,2107300689.000000,30077416249.000000,54497332372.000000,,,8292208783.000000,,7081864388.000000,,7081864388.000000,,16878101.000000,,16878101.000000,22285855.000000,259730462.000000,,,,911449977.000000,911449977.000000,8292208783.000000,2359720831.000000,,,968629509.000000,968629509.000000,,1391091322.000000,2359720831.000000,10651929614.000000,,42164000000.000000,6940515304.000000,-5255464053.000000,-2484735.000000,-1163758.000000,43845402758.000000,54497332372.000000,421640000.000000
