Period,Aset,Aset Lancar,Kas Dan Setara Kas,Piutang Usaha,Pihak Ketiga,Pihak Berelasi,Total Piutang Usaha,Piutang Lain-Lain,Pihak Ketiga,Pihak Berelasi,Total Piutang Lain-Lain,Persediaan,Others,Total Aset Lancar,Aset Tidak Lancar,Aset Tetap,Aset Pajak Tangguhan,Piutang Pihak Berelasi,Others,Total Aset Tidak Lancar,Total Aset,Liabilitas Dan Ekuitas,Liabilitas,Liabilitas Jangka Pendek,Utang Bank Jangka Pendek,Utang Usaha,Pihak Ketiga,Pihak Berelasi,Total Utang Usaha,Utang Lain-Lain,Pihak Ketiga,Pihak Berelasi,Total Utang Lain-Lain,Utang Pajak,Beban Akrual,Utang Pembiayaan,Bagian Lancar Atas Liabilitas Jangka Panjang,Utang Pembiayaan,Others,Total Bagian Lancar Atas Liabilitas Jangka Panjang,Others,Total Liabilitas Jangka Pendek,Liabilitas Jangka Panjang,Liabilitas Pajak Tangguhan,Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Others,Total Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Others,Total Liabilitas Jangka Panjang,Total Liabilitas,Ekuitas,Modal Saham,Tambahan Modal Disetor,Saldo Laba,Telah Ditentukan Penggunaannya,Belum Ditentukan Penggunaannya,Total Saldo Laba,Kepentingan Non Pengendali,Others,Total Ekuitas,Total Liabilitas Dan Ekuitas,Saham Beredar
12M 2017,,,40212125772.000000,79961024603.000000,,,79961024603.000000,7119170813.000000,,,7119170813.000000,4218417919.000000,84133427266.000000,215644166373.000000,,11107628350.000000,1309381799.000000,,1894153681.000000,14311163830.000000,229955330203.000000,,,177556261392.000000,64075070000.000000,4301939912.000000,,,4301939912.000000,6276572150.000000,,,6276572150.000000,7025339501.000000,37892890482.000000,44005724627.000000,,,,,13978724720.000000,177556261392.000000,5237527196.000000,,,,,5237527196.000000,5237527196.000000,182793788588.000000,,1100000000.000000,,22078626626.000000,,,22078626626.000000,4567872265.000000,19415042724.000000,47161541615.000000,229955330203.000000,1100.000000
12M 2018,,,36419023493.000000,71102310876.000000,,,71102310876.000000,4857954502.000000,,,4857954502.000000,6363550835.000000,78656025707.000000,197398865413.000000,,8983928096.000000,2949504798.000000,,2124909107.000000,14058342001.000000,211457207414.000000,,,102698371542.000000,66373497000.000000,3926886604.000000,,,3926886604.000000,3925052762.000000,,,3925052762.000000,6507347581.000000,15997074152.000000,2294141917.000000,,,,,3674371526.000000,102698371542.000000,11798019191.000000,,,,,11798019191.000000,11798019191.000000,114496390733.000000,,65000000000.000000,12756848572.000000,13233484583.000000,,,13233484583.000000,9524471715.000000,-3553988189.000000,96960816681.000000,211457207414.000000,650000000.000000
12M 2019,,,53507712593.000000,82228896365.000000,,,82228896365.000000,5048648087.000000,,,5048648087.000000,7084864872.000000,103675728130.000000,251545850047.000000,,9734062397.000000,1682303286.000000,,1523804298.000000,12940169981.000000,264486020028.000000,,,125701165248.000000,67324923000.000000,3622016773.000000,,,3622016773.000000,7780263681.000000,,,7780263681.000000,9257603905.000000,16637193830.000000,20921531952.000000,,92183333.000000,,92183333.000000,65448774.000000,125701165248.000000,6577843026.000000,,,172844568.000000,172844568.000000,6404998458.000000,6577843026.000000,132279008274.000000,,65587450500.000000,14166729772.000000,40334227893.000000,,,40334227893.000000,13881004303.000000,-1762400714.000000,132207011754.000000,264486020028.000000,655874505.000000
12M 2020,,,82572051663.000000,83964430103.000000,,,83964430103.000000,3637790508.000000,,,3637790508.000000,10955153978.000000,92569444619.000000,273698870871.000000,,9137978796.000000,1357083360.000000,,9651428189.000000,20146490345.000000,293845361216.000000,,,138966845601.000000,42837835000.000000,2731132912.000000,,,2731132912.000000,6567341207.000000,,,6567341207.000000,7958631209.000000,16194726245.000000,60000000000.000000,,100654208.000000,,100654208.000000,2576524820.000000,138966845601.000000,5932247569.000000,,,72190360.000000,72190360.000000,5860057209.000000,5932247569.000000,144899093170.000000,,65701700500.000000,14440929772.000000,56973862223.000000,,,56973862223.000000,13627997268.000000,-1798221717.000000,148946268046.000000,293845361216.000000,657582105.000000
12M 2021,,,81182020949.000000,114392231864.000000,,,114392231864.000000,2473644941.000000,,,2473644941.000000,11801359941.000000,91616872247.000000,301466129942.000000,,6400473405.000000,1014916677.000000,,9289887100.000000,16705277182.000000,318171407124.000000,,,131533391973.000000,26193896736.000000,,4079327142.000000,,4079327142.000000,5653614539.000000,,,5653614539.000000,7131137956.000000,27119805771.000000,60000000000.000000,,174631887.000000,,174631887.000000,1180977942.000000,131533391973.000000,4096636294.000000,,,116528790.000000,116528790.000000,3980107504.000000,4096636294.000000,135630028267.000000,,65906370500.000000,14932137772.000000,85493747369.000000,,,85493747369.000000,17987997435.000000,-1778874219.000000,182541378857.000000,318171407124.000000,659063705.000000
12M 2022,,,47325818553.000000,159350387038.000000,,,159350387038.000000,102874648.000000,,,102874648.000000,11946416828.000000,90076280992.000000,308801778059.000000,,13501999580.000000,1142805659.000000,,21918576373.000000,36563381612.000000,345365159671.000000,,,127123085518.000000,69670350399.000000,,6785548311.000000,,6785548311.000000,5279561104.000000,,,5279561104.000000,14622481566.000000,19039769261.000000,7701376666.000000,,462116442.000000,,462116442.000000,3561881769.000000,127123085518.000000,5419601788.000000,,,673563636.000000,673563636.000000,4746038152.000000,5419601788.000000,132542687306.000000,,66369431600.000000,16043484412.000000,109238595763.000000,,,109238595763.000000,23043355897.000000,-1872395307.000000,212822472365.000000,345365159671.000000,663694316.000000
12M 2023,,,86167363112.000000,198379206233.000000,,,198379206233.000000,20161508.000000,,,20161508.000000,7563274350.000000,126573685880.000000,418703691083.000000,,16800212367.000000,1465997268.000000,,24142419518.000000,42408629153.000000,461112320236.000000,,,160918909147.000000,95251151826.000000,,9578590901.000000,,9578590901.000000,6280879056.000000,,,6280879056.000000,13399729639.000000,35011676727.000000,,,827074722.000000,,827074722.000000,569806276.000000,160918909147.000000,5937532507.000000,,,803957353.000000,803957353.000000,5133575154.000000,5937532507.000000,166856441654.000000,,79941423100.000000,48616264012.000000,136857092848.000000,,,136857092848.000000,30107368980.000000,-1266270358.000000,294255878582.000000,461112320236.000000,799414231.000000
12M 2024,,,51712070094.000000,232170504371.000000,,,232170504371.000000,19945981.000000,,1478878826.000000,19945981.000000,7014093271.000000,112054132778.000000,402970746495.000000,,17918855244.000000,1200381873.000000,,30433490843.000000,49552727960.000000,452523474455.000000,,,148338411900.000000,59298713376.000000,,14747000788.000000,,14747000788.000000,2827496899.000000,,,2827496899.000000,18526794151.000000,48259385346.000000,,,686480016.000000,,686480016.000000,3992541324.000000,148338411900.000000,6337208946.000000,102597390.000000,,485598114.000000,485598114.000000,5749013442.000000,6337208946.000000,154675620846.000000,,79941423100.000000,48616264012.000000,134549893699.000000,,,134549893699.000000,36885000308.000000,-665848684.000000,299326732435.000000,454002353281.000000,799414231.000000
