Period,Aset,Aset Lancar,Kas Dan Setara Kas,Piutang Usaha,Pihak Ketiga,Total Piutang Usaha,Piutang Lain-Lain,Persediaan,Others,Total Aset Lancar,Aset Tidak Lancar,Investasi Jangka Panjang,Aset Pajak Tangguhan,Aset Tetap,Aset Tak Berwujud,Others,Total Aset Tidak Lancar,Total Aset,Liabilitas Dan Ekuitas,Liabilitas,Liabilitas Jangka Pendek,Utang Usaha,Pihak Ketiga,Pihak Berelasi,Total Utang Usaha,Utang Pajak,Beban Akrual,Bagian Lancar Atas Liabilitas Jangka Panjang,Others,Total Bagian Lancar Atas Liabilitas Jangka Panjang,Others,Total Liabilitas Jangka Pendek,Liabilitas Jangka Panjang,Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Others,Total Liabilitas Jangka Panjang,Total Liabilitas,Ekuitas,Modal Saham,Tambahan Modal Disetor,Saldo Laba,Telah Ditentukan Penggunaannya,Belum Ditentukan Penggunaannya,Total Saldo Laba,Others,Total Ekuitas,Total Liabilitas Dan Ekuitas,Saham Beredar
12M 2016,,,365414532767.000000,162031834647.000000,162031834647.000000,162031834647.000000,1807787642.000000,126898987974.000000,14120505996.000000,670273649026.000000,,,6798547659.000000,217364147635.000000,11291045022.000000,125313670668.000000,360767410984.000000,1031041060010.000000,,,168764411246.000000,,43775796073.000000,1501362860.000000,45277158933.000000,10280953623.000000,6464646752.000000,,100000000000.000000,100000000000.000000,6741651938.000000,168764411246.000000,309440168000.000000,260000000000.000000,49440168000.000000,309440168000.000000,478204579246.000000,,50000000000.000000,,508969644014.000000,,508969644014.000000,508969644014.000000,-6133163250.000000,552836480764.000000,1031041060010.000000,200000000.000000
12M 2017,,,520113109132.000000,170149750757.000000,170149750757.000000,170149750757.000000,1851998896.000000,151777634348.000000,20623247253.000000,864515740386.000000,,,15918124191.000000,219597825148.000000,9579960234.000000,101572872700.000000,346668782273.000000,1211184522659.000000,,,54639027443.000000,,39266286269.000000,1466641571.000000,40732927840.000000,5820262218.000000,1526486697.000000,,,,6559350688.000000,54639027443.000000,318633914000.000000,260000000000.000000,58633914000.000000,318633914000.000000,373272941443.000000,,588500000000.000000,205166146680.000000,52391378628.000000,,52391378628.000000,52391378628.000000,-8145944092.000000,837911581216.000000,1211184522659.000000,5885000000.000000
12M 2018,,,281133628265.000000,193458573978.000000,193458573978.000000,193458573978.000000,2190061578.000000,166906099156.000000,20993336792.000000,664681699769.000000,,,15611836817.000000,214497825924.000000,7983300195.000000,101501151078.000000,339594114014.000000,1004275813783.000000,,,61322975128.000000,,41066811462.000000,1251257474.000000,42318068936.000000,7018643069.000000,5489786574.000000,,,,6496476549.000000,61322975128.000000,57530240000.000000,,57530240000.000000,57530240000.000000,118853215128.000000,,588500000000.000000,205166146680.000000,96683674317.000000,,96683674317.000000,96683674317.000000,-4927222342.000000,885422598655.000000,1004275813783.000000,5885000000.000000
12M 2019,,,348062973183.000000,182571429184.000000,182571429184.000000,182571429184.000000,2210272654.000000,171000649858.000000,20071020406.000000,723916345285.000000,,,16734417892.000000,208167764816.000000,6386640156.000000,102324067836.000000,333612890700.000000,1057529235985.000000,,,57300411135.000000,,38362483129.000000,371521566.000000,38734004695.000000,8568764258.000000,2702518632.000000,,,,7295123550.000000,57300411135.000000,64836341000.000000,,64836341000.000000,64836341000.000000,122136752135.000000,,588500000000.000000,205166146680.000000,141726337170.000000,,141726337170.000000,141726337170.000000,,935392483850.000000,1057529235985.000000,5885000000.000000
12M 2020,,,478735929325.000000,124395919918.000000,124395919918.000000,124395919918.000000,2326183537.000000,138318505104.000000,8013380203.000000,751789918087.000000,,,20835470946.000000,237711417828.000000,4789980117.000000,71746879663.000000,335083748554.000000,1086873666641.000000,,,56665064940.000000,,37377630667.000000,541475845.000000,37919106512.000000,8675210105.000000,2759235073.000000,,,,7311513250.000000,56665064940.000000,68496672000.000000,,68496672000.000000,68496672000.000000,125161736940.000000,,588500000000.000000,205166146680.000000,174073587853.000000,,174073587853.000000,174073587853.000000,-6027804832.000000,961711929701.000000,1086873666641.000000,5885000000.000000
12M 2021,,,610486190679.000000,110549359898.000000,110549359898.000000,110549359898.000000,1807385109.000000,120967227625.000000,12388419115.000000,856198582426.000000,,,17916485366.000000,198170686974.000000,3193320078.000000,71781536859.000000,291062029277.000000,1147260611703.000000,,,64332022572.000000,,41732263660.000000,514130681.000000,42246394341.000000,10923312818.000000,4261318071.000000,,,,6900997342.000000,64332022572.000000,60113618000.000000,,60113618000.000000,60113618000.000000,124445640572.000000,,588500000000.000000,205166146680.000000,232945202943.000000,2850828312.000000,230094374631.000000,232945202943.000000,-3796378492.000000,1022814971131.000000,1147260611703.000000,5885000000.000000
12M 2022,,,506458110482.000000,126820874647.000000,126820874647.000000,126820874647.000000,822946142.000000,125459113293.000000,13124762081.000000,772685806645.000000,,,18120684747.000000,223673837741.000000,1596660039.000000,58700471240.000000,302091653767.000000,1074777460412.000000,,,72411790397.000000,,46928766212.000000,259921375.000000,47188687587.000000,12751244995.000000,8777998356.000000,,,,3693859459.000000,72411790397.000000,60911639000.000000,,60911639000.000000,60911639000.000000,133323429397.000000,,588500000000.000000,205166146680.000000,151881155787.000000,26970202943.000000,124910952844.000000,151881155787.000000,-4093271452.000000,941454031015.000000,1074777460412.000000,5885000000.000000
12M 2023,,,247666678448.000000,124423224182.000000,124423224182.000000,124423224182.000000,903153685.000000,109539001168.000000,19354723508.000000,501886780991.000000,,188818911313.000000,16544588886.000000,328169901126.000000,,53306010893.000000,586839412218.000000,1088726193209.000000,,,78024161155.000000,,52336863228.000000,121646211.000000,52458509439.000000,12354050660.000000,10155468439.000000,,,,3056132617.000000,78024161155.000000,58062761000.000000,,58062761000.000000,58062761000.000000,136086922155.000000,,588500000000.000000,205166146680.000000,161607620326.000000,34181155787.000000,127426464539.000000,161607620326.000000,-2634495952.000000,952639271054.000000,1088726193209.000000,5885000000.000000
12M 2024,,,150885247394.000000,169232037284.000000,169232037284.000000,169232037284.000000,1284384049.000000,127853225442.000000,23297857869.000000,472552752038.000000,,196082879080.000000,14678050428.000000,348330986350.000000,,51528956936.000000,610620872794.000000,1083173624832.000000,,,93604844953.000000,,64912297750.000000,148339501.000000,65060637251.000000,15776967049.000000,9638223536.000000,,,,3129017117.000000,93604844953.000000,54589587000.000000,,54589587000.000000,54589587000.000000,148194431953.000000,,588500000000.000000,205166146680.000000,141017756851.000000,43907620326.000000,97110136525.000000,141017756851.000000,295289348.000000,934979192879.000000,1083173624832.000000,5885000000.000000
