Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2016,105 B,(72 B),33 B,162.57
12M 2017,30 B,(65 B),(35 B),-5.94
12M 2018,104 B,(66 B),38 B,6.45
12M 2019,158 B,(67 B),92 B,15.59
12M 2020,203 B,(72 B),131 B,22.18
12M 2021,213 B,(41 B),173 B,29.38
12M 2022,178 B,(77 B),102 B,17.29
12M 2023,201 B,(154 B),47 B,8.03
12M 2024,112 B,(92 B),21 B,3.49
