Period,Aset,Aset Lancar,Kas Dan Setara Kas,Piutang Usaha,Pihak Ketiga,Pihak Berelasi,Total Piutang Usaha,Piutang Lain-Lain,Persediaan,Others,Total Aset Lancar,Aset Tidak Lancar,Investasi Jangka Panjang,Aset Tetap,Properti Investasi,Aset Tak Berwujud,Aset Pajak Tangguhan,Others,Total Aset Tidak Lancar,Total Aset,Liabilitas Dan Ekuitas,Liabilitas,Liabilitas Jangka Pendek,Utang Bank Jangka Pendek,Utang Usaha,Pihak Berelasi,Pihak Ketiga,Total Utang Usaha,Utang Pajak,Utang Lain-Lain,Pihak Ketiga,Total Utang Lain-Lain,Beban Akrual,Bagian Lancar Atas Liabilitas Jangka Panjang,Others,Total Bagian Lancar Atas Liabilitas Jangka Panjang,Others,Total Liabilitas Jangka Pendek,Liabilitas Jangka Panjang,Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Others,Total Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Liabilitas Pajak Tangguhan,Others,Total Liabilitas Jangka Panjang,Total Liabilitas,Ekuitas,Modal Saham,Tambahan Modal Disetor,Saldo Laba,Telah Ditentukan Penggunaannya,Belum Ditentukan Penggunaannya,Total Saldo Laba,Kepentingan Non Pengendali,Total Ekuitas,Total Liabilitas Dan Ekuitas,Saham Beredar
12M 2019,,,75571426396.000000,52793791042.000000,24213613984.000000,28580177058.000000,52793791042.000000,1117864557.000000,52821541450.000000,26495044933.000000,208799668378.000000,,,138202965216.000000,,893159448.000000,4268779117.000000,,143364903781.000000,352164572159.000000,,,28690806829.000000,,,,22961968772.000000,22961968772.000000,4526610748.000000,,9800000.000000,9800000.000000,207762320.000000,,154800000.000000,154800000.000000,829864989.000000,28690806829.000000,17191216469.000000,,116100000.000000,116100000.000000,,17075116469.000000,17191216469.000000,45882023298.000000,,200000000000.000000,101590070540.000000,4707048268.000000,,,4707048268.000000,-14569947.000000,306282548861.000000,352164572159.000000,2000000000.000000
12M 2020,,,106386312243.000000,26078825283.000000,19218954156.000000,6859871127.000000,26078825283.000000,550287761.000000,53124182982.000000,19561884100.000000,205701492369.000000,,,237165925303.000000,5001304000.000000,976732749.000000,4841039509.000000,11739479026.000000,259724480587.000000,465425972956.000000,,,48303506813.000000,9996299579.000000,,,31685449301.000000,31685449301.000000,944838508.000000,3886852.000000,,3886852.000000,384013970.000000,,289018603.000000,289018603.000000,5000000000.000000,48303506813.000000,19361751053.000000,,164272000.000000,164272000.000000,,19197479053.000000,19361751053.000000,67665257866.000000,,250000000000.000000,102008092449.000000,-8740052187.000000,,,-8740052187.000000,54492674828.000000,397760715090.000000,465425972956.000000,2500000000.000000
12M 2021,,,25660618831.000000,111416816555.000000,99881278534.000000,11535538021.000000,111416816555.000000,438620959.000000,102271258267.000000,11125887164.000000,250913201776.000000,,,251218750897.000000,4515304000.000000,1519992521.000000,13190144104.000000,14058401190.000000,284502592712.000000,535415794488.000000,,,129379023156.000000,,,,113740257777.000000,113740257777.000000,497074624.000000,29513651.000000,,29513651.000000,693490894.000000,,47676210.000000,47676210.000000,14371010000.000000,129379023156.000000,14902136035.000000,,,,,14902136035.000000,14902136035.000000,144281159191.000000,,250000000000.000000,102008092449.000000,-14091998949.000000,,,-14091998949.000000,53218541797.000000,391134635297.000000,535415794488.000000,2500000000.000000
12M 2022,,,14416928423.000000,58191153756.000000,7207549855.000000,50983603901.000000,58191153756.000000,697523660.000000,137217496695.000000,13495685342.000000,224018787876.000000,,,230324887438.000000,4029304000.000000,972365840.000000,15792614296.000000,7099485996.000000,258218657570.000000,482237445446.000000,,,82224571571.000000,,,11359087385.000000,53333123337.000000,64692210722.000000,580542547.000000,219653478.000000,,219653478.000000,1001164824.000000,,,,15731000000.000000,82224571571.000000,13488802810.000000,,,,,13488802810.000000,13488802810.000000,95713374381.000000,,250000000000.000000,102008092449.000000,-20977891177.000000,,,-20977891177.000000,55493869793.000000,386524071065.000000,482237445446.000000,2500000000.000000
12M 2023,,,114069851566.000000,38032890900.000000,34488769831.000000,3544121069.000000,38032890900.000000,29910339719.000000,56878377099.000000,10000086505.000000,248891545789.000000,,,86870301111.000000,62540392828.000000,658349361.000000,6104397081.000000,4562143278.000000,160735583659.000000,409627129448.000000,,,45604900421.000000,,,6119401.000000,33466135587.000000,33472254988.000000,3494991053.000000,120040884.000000,,120040884.000000,1318128038.000000,,,,7199485458.000000,45604900421.000000,10583759668.000000,,,,,10583759668.000000,10583759668.000000,56188660089.000000,,250000000000.000000,102008092449.000000,1428924831.000000,,,1428924831.000000,1452079.000000,353438469359.000000,409627129448.000000,2500000000.000000
12M 2024,,,139417902506.000000,39148187513.000000,34795831818.000000,4352355695.000000,39148187513.000000,3396028909.000000,58290198377.000000,4515205272.000000,244767522577.000000,,,87958040521.000000,67020417381.000000,462938090.000000,7352040292.000000,3849200985.000000,166642637269.000000,411410159846.000000,,,34990510031.000000,,,,23797327006.000000,23797327006.000000,20170432.000000,45601507.000000,,45601507.000000,1082584861.000000,,,,10044826225.000000,34990510031.000000,12196631218.000000,,,,,12196631218.000000,12196631218.000000,47187141249.000000,,250000000000.000000,102008092449.000000,12213652742.000000,100000000.000000,12113652742.000000,12213652742.000000,1273406.000000,364223018597.000000,411410159846.000000,2500000000.000000
